Gene ID,Homologs,Symbol,NCBI Gene ID,HGNC,Description,Category,Score,Evidence,Notes
ENSG00000021826,ENSG00000021826 ENSDARG00000020028 ENSMUSG00000025991 ENSRNOG00000013704 ,CPS1,1373,HGNC:2323,"carbamoyl-phosphate synthase 1, mitochondrial",Known mitochondrial,0.99999915,PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 11 | PMID11840540_liver_0: 1 | PMID12865426_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 3 | PMID18232058_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 13 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.914925 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.55 | ,Characterised; Metabolic model; 
ENSG00000022267,ENSG00000022267 ENSDARG00000071498 ENSMUSG00000023092 ENSRNOG00000000875 ,FHL1,2273,HGNC:3702,four and a half LIM domains 1,Known mitochondrial,0.035073995,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 1 | PMID16615898_Sum: 2 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.06361875 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.1 | ,Literature; PMID:23975679
ENSG00000023228,ENSG00000023228 ENSDARG00000028546 ENSMUSG00000025968 ENSRNOG00000011849 ,NDUFS1,0,HGNC:7707,"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)",Known mitochondrial,0.999994876,PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 2 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 5 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 4 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 10 | MTS_Mean: 0.86719375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000023330,ENSG00000023330 ENSDARG00000021059 ENSMUSG00000032786 ENSRNOG00000056596 ,ALAS1,211,HGNC:396,5-aminolevulinate synthase 1,Known mitochondrial,1,PMID18348319_heart_0: 1 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.7514875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.727 | ,Characterised; Metabolic model; 
ENSG00000023572,ENSG00000023572 ENSDARG00000100944 ENSMUSG00000018196 ENSRNOG00000003385 ,GLRX2,51022,HGNC:16065,glutaredoxin 2,Known mitochondrial,0.999999996,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 8 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.72679375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.5 | ,Characterised
ENSG00000025772,ENSG00000025772 ENSDARG00000001557 ENSMUSG00000018322 ENSRNOG00000029799 ,TOMM34,10953,HGNC:15746,translocase of outer mitochondrial membrane 34,Known mitochondrial,0.570416112,PMID24708184_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.0738875 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.306 | ,Characterised
ENSG00000027001,ENSG00000027001 ENSDARG00000055344 ENSMUSG00000021993 ENSRNOG00000013876 SPAC1F3.10c YKL134C ,MIPEP,4285,HGNC:7104,mitochondrial intermediate peptidase,Known mitochondrial,1,PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.97255 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | ,Characterised
ENSG00000028116,ENSG00000028116 ENSDARG00000021547 ENSMUSG00000064090 ENSRNOG00000007864 ,VRK2,7444,HGNC:12719,vaccinia related kinase 2,Known mitochondrial,0.23477185,MTS_Mean: 0.1012625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.024 | ,Literature; PMID: 18286207 & PMID: 16704422
ENSG00000029639,ENSG00000029639 ENSDARG00000040727 ENSMUSG00000036983 ENSRNOG00000056223 ,TFB1M,51106,HGNC:17037,"transcription factor B1, mitochondrial",Known mitochondrial,0.999999431,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.49478125 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.889 | ,Characterised
ENSG00000030110,ENSG00000030110 ENSMUSG00000057789 ENSRNOG00000000485 ,BAK1,578,HGNC:949,BCL2-antagonist/killer 1,Known mitochondrial,0.991359749,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.0176875 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 1 | ,OMIM:600516
ENSG00000035141,ENSG00000035141 ENSDARG00000098401 ENSMUSG00000057497 ENSRNOG00000016273 ,FAM136A,84908,HGNC:25911,"family with sequence similarity 136, member A",Known mitochondrial,0.999999998,PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.04040625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | ,APEX; PMID:25002142
ENSG00000036473,ENSG00000036473 ENSDARG00000062147 ENSMUSG00000031173 ENSRNOG00000003370 SPAC4G9.10 YJL088W ,OTC,5009,HGNC:8512,ornithine carbamoyltransferase,Known mitochondrial,0.999999352,PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 10 | PMID11840540_liver_0: 1 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 3 | PMID18232058_liver_0: 1 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 13 | MS_Kidney_Sum: 1 | MTS_Mean: 0.88834375 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.5 | ,Characterised; Metabolic model; 
ENSG00000039650,ENSG00000039650 ENSDARG00000100455 ENSMUSG00000002963 ENSRNOG00000020318 SPCC18.09c YOR258W ,PNKP,11284,HGNC:9154,polynucleotide kinase 3-phosphatase,Known mitochondrial,0.055657121,MTS_Mean: 0.0964125 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.375 | ,Literature; PMID:22130663; PMID:22210862
ENSG00000043514,ENSG00000043514 ENSDARG00000032876 ENSMUSG00000028653 ENSRNOG00000014274 SPAC343.15 YOR274W ,TRIT1,54802,HGNC:20286,tRNA isopentenyltransferase 1,Known mitochondrial,0.993756248,PMID24708184_Sum: 1 | PMID26450961_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.64039375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.333 | ,APEX; PMID:23371551
ENSG00000048544,ENSG00000048544 ENSDARG00000045913 ENSMUSG00000034729 ENSRNOG00000022609 ,MRPS10,55173,HGNC:14502,mitochondrial ribosomal protein S10,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.78951875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.938 | ,Characterised
ENSG00000049883,ENSG00000049883 ENSDARG00000035391 ENSMUSG00000021650 ENSRNOG00000028403 ,PTCD2,79810,HGNC:25734,pentatricopeptide repeat domain 2,Known mitochondrial,0.999999776,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 3 | MS_Placenta_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.5752125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2 | ,OMIM:615484
ENSG00000050393,ENSG00000050393 ENSDARG00000016964 ENSMUSG00000021371 ENSRNOG00000017988 ,MCUR1,63933,HGNC:21097,mitochondrial calcium uniporter regulator 1,Known mitochondrial,0.999999998,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.501025 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 1 | ,Characterised
ENSG00000051180,ENSG00000051180 ENSDARG00000041411 ENSMUSG00000027323 ENSRNOG00000037302 SPAC644.14c YER095W ,RAD51,5888,HGNC:9817,RAD51 recombinase,Known mitochondrial,0.691535209,MTS_Mean: 0.0236875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.25 | ,OMIM:179617; PMID: 20413593
ENSG00000053371,ENSG00000053371 ENSMUSG00000028743 ENSRNOG00000017780 ,AKR7A2,8574,HGNC:389,"aldo-keto reductase family 7, member A2",Known mitochondrial,0.990554012,PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.7331375 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -1.4 | Comm_Mito_Ratio: 0.429 | ,APEX; PMID:23371551
ENSG00000054523,ENSG00000054523 ENSDARG00000037020 ENSMUSG00000063077 ENSRNOG00000057626 ,KIF1B,23095,HGNC:16636,kinesin family member 1B,Known mitochondrial,0.840383508,PMID17705834_embryonic_stem_cell_line_0: 1 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.4870125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.333 | ,OMIM:605995
ENSG00000055950,ENSG00000055950 ENSDARG00000076334 ENSMUSG00000025208 ENSRNOG00000014890 ,MRPL43,84545,HGNC:14517,mitochondrial ribosomal protein L43,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.8923 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.921 | ,Characterised
ENSG00000059573,ENSG00000059573 ENSDARG00000099579 ENSMUSG00000025007 ENSRNOG00000015267 SPAC821.11 YOR323C ,ALDH18A1,5832,HGNC:9722,"aldehyde dehydrogenase 18 family, member A1",Known mitochondrial,1,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.62043125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.938 | ,Metabolic model
ENSG00000059691,ENSG00000059691 ENSDARG00000037309 ENSMUSG00000028085 ENSRNOG00000037655 SPAC343.13 YBL080C ,GATB,5188,HGNC:8849,"glutamyl-tRNA(Gln) amidotransferase, subunit B",Known mitochondrial,1,PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 5 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.76224375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.444 | ,Characterised
ENSG00000060762,ENSG00000060762 ENSDARG00000093448 ENSMUSG00000023861 ENSRNOG00000012415 SPCC1235.11 YGL080W ,MPC1,51660,HGNC:21606,mitochondrial pyruvate carrier 1,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.29671875 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.2 | Comm_Mito_Ratio: 0.962 | ,Characterised; Metabolic model; 
ENSG00000061794,ENSG00000061794 ENSDARG00000038456 ENSMUSG00000040112 ENSRNOG00000001842 ,MRPS35,60488,HGNC:16635,mitochondrial ribosomal protein S35,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.5788125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.889 | ,Characterised
ENSG00000062485,ENSG00000062485 ENSDARG00000103364 ENSMUSG00000005683 ENSRNOG00000023520 SPAC6C3.04 YNR001C ,CS,1431,HGNC:2422,citrate synthase,Known mitochondrial,0.999999995,PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.65654375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.962 | ,Characterised; Metabolic model; 
ENSG00000062582,ENSG00000062582 ENSDARG00000100116 ENSMUSG00000020477 ENSRNOG00000011979 ,MRPS24,64951,HGNC:14510,mitochondrial ribosomal protein S24,Known mitochondrial,1,PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID16615898_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.5627125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.588 | ,Characterised
ENSG00000063241,ENSG00000063241 ENSDARG00000013371 ENSMUSG00000052605 ENSRNOG00000016829 ,ISOC2,79763,HGNC:26278,isochorismatase domain containing 2,Known mitochondrial,0.999999509,PMID14651853_Sum: 2 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.242525 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -0.6 | ,APEX; PMID:23371551
ENSG00000063854,ENSG00000063854 ENSDARG00000025338 ENSMUSG00000024158 ENSRNOG00000014743 ,HAGH,3029,HGNC:4805,hydroxyacylglutathione hydrolase,Known mitochondrial,0.999999213,PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | PMID16615898_Sum: 4 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.72764375 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: 0.8 | Comm_Mito_Ratio: 0.52 | ,Characterised; Metabolic model; 
ENSG00000065154,ENSG00000065154 ENSDARG00000078425 ENSMUSG00000030934 ENSRNOG00000016807 YLR438W ,OAT,4942,HGNC:8091,ornithine aminotransferase,Known mitochondrial,0.999999993,PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID18232058_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 4 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 3 | MTS_Mean: 0.9684125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.556 | ,Characterised; Metabolic model; 
ENSG00000065427,ENSG00000065427 ENSDARG00000103799 ENSMUSG00000031948 ENSRNOG00000019456 SPBC17G9.03c YDR037W ,KARS,3735,HGNC:6215,lysyl-tRNA synthetase,Known mitochondrial,0.996873802,PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 10 | PMID15501831_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.25103125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.439 | ,OMIM:601421
