"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"adipose.tissue"	"adrenal.gland"	"appendix"	"bone.marrow"	"breast"	"cerebral.cortex"	"cervix..uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian.tube"	"gallbladder"	"heart.muscle"	"kidney"	"liver"	"lung"	"lymph.node"	"ovary"	"pancreas"	"parathyroid.gland"	"placenta"	"prostate"	"rectum"	"salivary.gland"	"seminal.vesicle"	"skeletal.muscle"	"skin"	"small.intestine"	"smooth.muscle"	"spleen"	"stomach"	"testis"	"thyroid.gland"	"tonsil"	"urinary.bladder"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"DisCol"	"DomCol"	"GO_enzyme"	"pLI"
"ENSG00000006744"	"ELAC2"	"ENSG00000006744 ENSDARG00000034060 ENSMUSG00000020549 ENSRNOG00000003424 SPBC3D6.03c YKR079C "	"elaC ribonuclease Z 2"	"Known mitochondrial"	1	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 5 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.90098125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.833 | "	"OMIM:605367"	30.9	38.2	31	13.3	29.2	30.5	31.9	26.4	21.7	39.1	19.8	33.8	39.6	32.1	24.4	30.2	15.8	28.2	31	23.4	4.8	53.9	32.6	41	35.7	8.7	44.1	20.1	27.3	21.2	46.3	37.4	19.2	49	42	33.6	25.9	"615440"	"Combined oxidative phosphorylation deficiency 17"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	4.06301820140536e-11
"ENSG00000006757"	"PNPLA4"	"ENSG00000006757 ENSDARG00000069834 ENSRNOG00000026157 "	"patatin-like phospholipase domain containing 4"	"Predicted mitochondrial"	0.839321393	"MTS_Mean: 0.11978125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.167 | "	""	22.4	36.5	13.4	5.8	28.6	14	21.4	15.6	19.8	23.3	21.8	23	39.7	15	24.7	44.1	20.6	14.9	12.6	27.7	6.1	34.9	11.7	21.7	14.2	12.6	15.4	27.1	17.8	12.9	18	13.3	17.3	14.9	50.3	9.9	12.7	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.0110685080808277
"ENSG00000007516"	"BAIAP3"	"ENSG00000007516 ENSDARG00000079264 ENSMUSG00000047507 ENSRNOG00000017893 "	"BAI1-associated protein 3"	"Predicted mitochondrial"	0.825693581	"PMID26450961_Sum: 4 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MTS_Mean: 0.41510625 | Comm_Mito_Ratio: 0.091 | "	""	2.1	25.1	1.4	0.6	1.3	25.2	1.4	1.5	4	1.9	2.2	0.7	41.9	0.8	0.8	2.5	1.3	4.1	1.5	0.2	1.5	6.8	2.6	4.1	0.8	1.8	3.3	0.9	1.4	3.9	0.2	3.3	6.3	13.8	0.6	0.6	0.5	NA	NA	NA	NA	"white"	"white"	NA	2.20929624637849e-19
"ENSG00000007923"	"DNAJC11"	"ENSG00000007923 ENSDARG00000102696 ENSMUSG00000039768 ENSRNOG00000008802 SPBC405.06 YLR090W "	"DnaJ (Hsp40) homolog, subfamily C, member 11"	"Known mitochondrial"	0.999999988	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.02405625 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.714 | "	"OMIM:614827"	18.9	27.2	25.8	8.7	16.7	27.1	17.2	28.1	27.4	23.2	14.8	18.2	23	19	22.4	38.2	11.1	19.1	21.7	22.3	3.8	37.7	24.6	20.2	34.9	7.3	18.8	14.8	23.3	25.6	25.2	28.1	17.9	28	23.5	17.4	17.1	NA	NA	NA	NA	"white"	"white"	NA	0.999970790294974
"ENSG00000008311"	"AASS"	"ENSG00000008311 ENSDARG00000051816 ENSMUSG00000029695 ENSRNOG00000039494 SPBC3B8.03 YNR050C "	"aminoadipate-semialdehyde synthase"	"Known mitochondrial"	1	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 11 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MTS_Mean: 0.87704375 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 0.95 | "	"Characterised; Metabolic model; "	14.8	10.7	4.9	0.7	5.7	13.9	8.6	2.3	1.6	24.8	5.8	6	10.6	8.5	7.2	13.6	17.5	9	2.9	30.6	2	20.4	8.9	11.6	3.3	1.9	9.7	0.9	3.8	3.2	11.8	6.5	2.7	8.3	11.2	2.4	8	"238700,268700"	"Hyperlysinemia, type I; Saccharopinuria"	"R"	NA	"black"	"green"	"catalytic activity"	1.35531507533066e-06
"ENSG00000008394"	"MGST1"	"ENSG00000008394 ENSDARG00000022165 ENSMUSG00000008540 ENSRNOG00000007743 "	"microsomal glutathione S-transferase 1"	"Predicted mitochondrial"	0.997045141	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 12 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 7 | MS_Heart_Sum: 2 | MTS_Mean: 0.055225 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.143 | "	""	1197.6	873.2	107.8	51.8	396.9	102.9	96.4	322.5	137.1	44.5	51.8	126	69.9	325.3	24.4	394.4	1596.8	238.5	4.1	4.9	18.7	1.9	20.7	274.7	242.2	49.6	77.4	1.7	17	123.5	66.2	2.9	72.1	38.4	434.2	7.2	311.9	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.0140289444910937
"ENSG00000008405"	"CRY1"	"ENSG00000008405 ENSDARG00000045768 ENSMUSG00000020038 ENSRNOG00000006622 "	"cryptochrome circadian clock 1"	"Known mitochondrial"	0.257629596	"MTS_Mean: 0.28991875 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 0.062 | "	"OMIM:601933"	13.6	14.8	9.5	6.7	11.8	12.1	15.3	7.4	10.7	21.1	6.7	11.1	23.6	24.4	4.9	10.9	6.1	19.6	6.1	7.1	2.6	12.4	15.7	16.3	8.6	2.8	14.5	2.4	8.7	12.7	21.9	11.1	13.6	61.9	25.6	5.8	10.8	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	4.24281789472779e-07
"ENSG00000010256"	"UQCRC1"	"ENSG00000010256 ENSDARG00000052304 ENSMUSG00000025651 ENSRNOG00000032134 SPBP23A10.15c YLR163C "	"ubiquinol-cytochrome c reductase core protein I"	"Known mitochondrial"	0.999997262	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 5 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 4 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 9 | MTS_Mean: 0.87395 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	24.3	5.4	2	6.8	15.1	15.1	15.9	42.3	24.4	3.7	2.7	5.9	20.6	4.3	44.6	28.3	19.4	10.7	2.8	3.5	2.7	35.2	10.4	17.1	14.1	10.2	33	88.3	18.6	18	13.4	11.9	26.1	12.7	7.1	7.5	3	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.132467103146211
"ENSG00000011052"	"NME2"	"ENSG00000011052 ENSMUSG00000020857 ENSRNOG00000002671 "	"NME/NM23 nucleoside diphosphate kinase 2"	"Predicted mitochondrial"	0.973678474	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.05164375 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 0.27 | "	""	13.8	35.5	50	14.4	6.7	47	5.6	6.5	14.3	15.6	1.5	9.3	10	5.9	4.3	7.2	5	10.5	22.3	7.2	3.1	8.5	18.4	7.8	5.3	10.1	4.9	3.6	6.7	11.5	15.3	11.5	13.5	7.2	11.6	6	10.5	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.010430774313355
"ENSG00000011295"	"TTC19"	"ENSG00000011295 ENSDARG00000074435 ENSMUSG00000042298 ENSRNOG00000002977 "	"tetratricopeptide repeat domain 19"	"Known mitochondrial"	0.999999998	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 7 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.968225 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.8 | "	"Characterised; Metabolic model; "	5.5	10.3	4.9	7.2	9.5	14	8.1	9.2	11.8	9.7	8.9	4.9	9.9	8.4	5.6	9.9	3.9	8.1	5	6.4	2.2	11.4	9.6	10.6	8.9	3.8	7	1.9	10	11.3	7	6.9	7.8	5.5	18.8	4.5	7.3	"615157"	"Mitochondrial complex III deficiency, nuclear type 2"	"R"	"MitoDis"	"black"	"green"	NA	1.05029523664488e-10
"ENSG00000011376"	"LARS2"	"ENSG00000011376 ENSDARG00000075337 ENSMUSG00000035202 ENSRNOG00000004760 SPAC4G8.09 YLR382C "	"leucyl-tRNA synthetase 2, mitochondrial"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.62589375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.439 | "	"Characterised"	5.3	10.1	9.1	4.4	6.1	14.7	8	10	6.6	9.8	5.8	6.5	11	7.9	6	12.4	5.7	6.6	7.8	7.5	1	18.9	9.7	10.2	10.5	2.3	7.9	3.5	4.5	6.4	9.9	7.5	5.4	7.7	10.7	6.9	8.7	"615300"	"Perrault syndrome 4"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	2.60643828587561e-07
"ENSG00000013306"	"SLC25A39"	"ENSG00000013306 ENSDARG00000007449 ENSMUSG00000018677 ENSRNOG00000020994 SPBP23A10.06 YGR257C "	"solute carrier family 25, member 39"	"Known mitochondrial"	0.982135463	"PMID24708184_Sum: 1 | MTS_Mean: 0.03705625 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.2 | "	"Characterised"	40.7	78.3	68	181.5	42.9	35.7	63.1	74.1	76.6	38.7	46.6	88.9	70.8	64.7	30.2	78.8	25.6	49	55	30.1	21.4	98.3	66.5	64.2	52.1	32.1	61.8	11.8	74.6	63.5	43.2	58.1	55.6	82.5	111.2	38.3	49.9	NA	NA	NA	NA	"white"	"white"	NA	0.000102385453221932
"ENSG00000013583"	"HEBP1"	"ENSG00000013583 ENSDARG00000101008 ENSMUSG00000042770 ENSRNOG00000000024 "	"heme binding protein 1"	"Known mitochondrial"	0.827535042	"PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 5 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.051675 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.097 | "	"APEX; PMID:25002142"	56.7	100.1	28.5	33.7	73.6	33.8	58.9	35.4	241.2	53.5	36.3	41.5	64.8	59.9	33.8	63.3	73.9	71.9	29.6	93.6	15.5	66.1	53.9	73.7	27.2	18.9	53.8	12.3	66	179.6	56.1	57.5	27.6	76	194.8	21.2	47.1	NA	NA	NA	NA	"white"	"white"	NA	8.07251624878692e-05
"ENSG00000014824"	"SLC30A9"	"ENSG00000014824 ENSDARG00000057272 ENSMUSG00000029221 ENSRNOG00000002246 "	"solute carrier family 30 (zinc transporter), member 9"	"Known mitochondrial"	0.980970733	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MTS_Mean: 0.71866875 | compartments_knowledge_difference: -1.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.25 | "	"APEX; PMID:23371551"	9.7	20	9.6	3.7	17.1	31	17.9	13.5	12.9	17.1	19.5	10.3	15.8	13.6	14.1	31.1	7.2	13.3	8.6	13.5	2.7	35.7	13.4	22.1	15.6	5.1	13.9	5.1	11.5	12.9	12.5	11.1	11.9	12.7	28.6	7.5	10.2	""	"Cerebro-renal syndrome"	"R"	NA	"black"	"green"	NA	0.00142348509355749
"ENSG00000014919"	"COX15"	"ENSG00000014919 ENSDARG00000075933 ENSMUSG00000040018 ENSRNOG00000017230 SPAC22E12.10c YER141W "	"cytochrome c oxidase assembly homolog 15 (yeast)"	"Known mitochondrial"	1	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.91709375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"OMIM:603646"	21.2	34	22.3	7.4	24.5	29.9	25.5	23.9	20.8	29	23.9	19.4	33.1	26.6	16.4	33.9	18.7	21.6	25.5	30.8	3.2	34.5	25.2	31.7	28.8	7.2	23.9	14	22.2	20.4	25.7	27.5	18.8	25.7	36.2	24.6	20.5	"615119,256000"	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2; Leigh syndrome"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	2.16295028243055e-09
"ENSG00000016391"	"CHDH"	"ENSG00000016391 ENSDARG00000100304 ENSMUSG00000015970 ENSRNOG00000015859 "	"choline dehydrogenase"	"Known mitochondrial"	0.999999699	"PMID16415296_unknown_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 9 | PMID12865426_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 2 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 9 | MS_Kidney_Sum: 3 | MTS_Mean: 0.5637125 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.6 | "	"Characterised"	0.4	2.2	2.5	0.4	9.7	8.8	5.7	9.2	8.7	4.8	2.1	0.6	4.2	4.3	0.8	39.9	11.2	3.6	1.3	1.5	2.5	12.1	0.5	7.9	10.5	6.4	1.7	1.4	1.3	16.7	1.4	0.5	7.9	6.7	2.5	1.2	0.5	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.00530866013391797
"ENSG00000019186"	"CYP24A1"	"ENSG00000019186 ENSDARG00000103277 ENSMUSG00000038567 ENSRNOG00000013062 "	"cytochrome P450, family 24, subfamily A, polypeptide 1"	"Known mitochondrial"	0.999998081	"MTS_Mean: 0.7052125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.25 | "	"Characterised"	0	0	0.5	0	4.3	0.6	1.5	0	0.1	24.8	0.3	0.8	0	0	0	9.4	0.2	0.5	0.2	0	0	0.1	13.9	2.1	0	0	2.8	0	0.2	0	0.3	0	0	0	2.2	10.4	52.7	"143880"	"Hypercalcemia, infantile"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	3.24300393313511e-10
"ENSG00000021826"	"CPS1"	"ENSG00000021826 ENSDARG00000020028 ENSMUSG00000025991 ENSRNOG00000013704 "	"carbamoyl-phosphate synthase 1, mitochondrial"	"Known mitochondrial"	0.99999915	"PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 11 | PMID11840540_liver_0: 1 | PMID12865426_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 3 | PMID18232058_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 13 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.914925 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.55 | "	"Characterised; Metabolic model; "	4.4	0.6	0.7	0.1	3.1	3.7	2.2	1.1	241.2	5	6.1	3.2	1.7	4.4	1	2.8	697.3	1.9	0.8	6.3	0	1.5	5.3	1.5	1	0.2	2.4	0.3	2.8	147.2	5.4	2	0.9	15.2	5.4	0.4	0.9	"237300"	"Carbamoyl phosphate synthetase I deficiency"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	0.0833573677195577
"ENSG00000022267"	"FHL1"	"ENSG00000022267 ENSDARG00000071498 ENSMUSG00000023092 ENSRNOG00000000875 "	"four and a half LIM domains 1"	"Known mitochondrial"	0.035073995	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 1 | PMID16615898_Sum: 2 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.06361875 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.1 | "	"Literature; PMID:23975679"	1025.5	86.1	112.5	6.5	220.8	176.9	332.5	178.6	87.5	487.2	128.5	569.7	248.1	193.3	819.4	39.9	21.1	351.9	45.8	121.1	8.3	344.3	149	574.4	184.8	13.6	667.5	3805.6	67.1	124.6	684.4	59.6	73.9	101.9	511.7	30.8	377	"300696,300717,300718,300695"	"Emery-Dreifuss muscular dystrophy 6, X-linked; Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset; Reducing body myopathy, X-linked 1b, with late childhood or adult onset; Scapuloperoneal myopathy, X-linked dominant"	"XB"	NA	"black"	"white"	NA	0.918480756354643
"ENSG00000023228"	"NDUFS1"	"ENSG00000023228 ENSDARG00000028546 ENSMUSG00000025968 ENSRNOG00000011849 "	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"	"Known mitochondrial"	0.999994876	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 2 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 5 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 4 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 10 | MTS_Mean: 0.86719375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	51.7	80.5	37.1	16.6	38.3	72	37.2	57.7	61.9	36.5	26	48.4	33.9	33.2	141	101	53.1	34.6	29.7	21.6	5.7	107.8	41	49.1	66.5	13.7	43.4	132.8	24.8	51.4	47.3	31.6	41.2	49.2	54.9	32	34.4	"252010"	"Mitochondrial complex I deficiency"	"R"	"MitoDis"	"black"	"green"	"catalytic activity"	3.9665516500916e-09
"ENSG00000023330"	"ALAS1"	"ENSG00000023330 ENSDARG00000021059 ENSMUSG00000032786 ENSRNOG00000056596 "	"5-aminolevulinate synthase 1"	"Known mitochondrial"	1	"PMID18348319_heart_0: 1 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.7514875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.727 | "	"Characterised; Metabolic model; "	35	765.5	33.2	116	19.8	38.6	30.7	43.8	46.4	25.9	33.7	34.7	24.9	51.9	64.3	34.3	290.4	71.2	26.8	17.2	3.1	48.4	52.1	36.6	46.6	18.6	38.1	38.7	23.7	44.4	34.4	20.6	34.2	35.1	37.1	26.8	52.2	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.907956554078195
