Protein	Gene.ID	Gene	Status	CAFA
1505	G3V4L6	ENSG00000256053	APOPT1	Known mitochondrial	NA
1506	G3V4M4	ENSG00000100601	ALKBH1	Known mitochondrial	NA
1507	G3V4N6	ENSG00000100445	SDR39U1	Predicted mitochondrial	NA
1508	G3V4R2	ENSG00000205707	ETFRF1	Predicted mitochondrial	NA
1509	G3V4T6	ENSG00000100577	GSTZ1	Known mitochondrial	NA
1510	G3V4U2	ENSG00000258947	TUBB3	Known mitochondrial	NA
1511	G3V4X6	ENSG00000119705	SLIRP	Known mitochondrial	NA
1512	G3V4Z1	ENSG00000139990	DCAF5	Predicted mitochondrial	NA
1513	G3V4Z4	ENSG00000119711	ALDH6A1	Known mitochondrial	NA
1514	G3V502	ENSG00000100575	TIMM9	Known mitochondrial	NA
1515	G3V540	ENSG00000182199	SHMT2	Known mitochondrial	NA
1516	G3V556	ENSG00000156411	C14orf2	Known mitochondrial	NA
1517	G3V560	ENSG00000185633	NDUFA4L2	Known mitochondrial	NA
1518	G3V574	ENSG00000100823	APEX1	Known mitochondrial	NA
1519	G3V5L9	ENSG00000119689	DLST	Known mitochondrial	NA
1520	G3V5M3	ENSG00000119689	DLST	Known mitochondrial	NA
1521	G3V5S1	ENSG00000087299	L2HGDH	Known mitochondrial	NA
1522	G3V5S2	ENSG00000140009	ESR2	Known mitochondrial	NA
1523	G3V5T0	ENSG00000100577	GSTZ1	Known mitochondrial	NA
1524	G3V5T1	ENSG00000100445	SDR39U1	Predicted mitochondrial	NA
1525	G3V5T7	ENSG00000133703	KRAS	Known mitochondrial	NA
1526	G3V5W4	ENSG00000258947	TUBB3	Known mitochondrial	NA
1527	G3XA94	ENSG00000113845	TIMMDC1	Known mitochondrial	NA
1528	G3XAF1	ENSG00000026652	AGPAT4	Predicted mitochondrial	NA
1529	G3XAL0	ENSG00000146701	MDH2	Known mitochondrial	NA
1530	G3XAM4	ENSG00000147679	UTP23	Predicted mitochondrial	NA
1531	G3XAN8	ENSG00000150779	TIMM8B	Known mitochondrial	NA
1532	G5E9D5	ENSG00000006744	ELAC2	Known mitochondrial	NA
1533	G5E9E8	ENSG00000180902	D2HGDH	Known mitochondrial	NA
1534	G5E9E9	ENSG00000168393	DTYMK	Predicted mitochondrial	NA
1535	G5E9F5	ENSG00000115204	MPV17	Known mitochondrial	NA
1536	G5E9G0	ENSG00000100316	RPL3	Predicted mitochondrial	NA
1537	G5E9P5	ENSG00000172590	MRPL52	Known mitochondrial	NA
1538	G5E9P6	ENSG00000112096	SOD2	Known mitochondrial	NA
1539	G5E9Q7	ENSG00000067829	IDH3G	Known mitochondrial	NA
1540	G5E9R0	ENSG00000075624	ACTB	Known mitochondrial	NA
1541	G5E9V2	ENSG00000205981	DNAJC19	Known mitochondrial	NA
1542	G5E9V5	ENSG00000175110	MRPS22	Known mitochondrial	NA
1543	G5E9W7	ENSG00000175110	MRPS22	Known mitochondrial	NA
1544	G5E9X4	ENSG00000135423	GLS2	Known mitochondrial	NA
1545	G5E9X5	ENSG00000078070	MCCC1	Known mitochondrial	NA
1546	G5EA06	ENSG00000113048	MRPS27	Known mitochondrial	NA
1547	G5EA27	ENSG00000168569	TMEM223	Predicted mitochondrial	NA
1548	G5EA40	ENSG00000139160	ETFBKMT	Known mitochondrial	NA
1549	G8JLA1	ENSG00000160439	RDH13	Predicted mitochondrial	NA
1550	G8JLD5	ENSG00000087470	DNM1L	Known mitochondrial	NA
1551	G8JLH9	ENSG00000168610	STAT3	Known mitochondrial	NA
1552	G8JLQ3	ENSG00000135441	BLOC1S1	Known mitochondrial	NA
1553	H0UI06	ENSG00000112695	COX7A2	Known mitochondrial	NA
1554	H0Y2S1	ENSG00000178605	GTPBP6	Known mitochondrial	NA
1555	H0Y2X1	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1556	H0Y4U7	ENSG00000154258	ABCA9	Predicted mitochondrial	NA
1557	H0Y5Z6	ENSG00000156113	KCNMA1	Known mitochondrial	NA
1558	H0Y695	ENSG00000145020	AMT	Known mitochondrial	NA
1559	H0Y6Y5	ENSG00000173171	MTX1	Known mitochondrial	NA
1560	H0Y7U2	ENSG00000162946	DISC1	Known mitochondrial	NA
1561	H0YCZ5	ENSG00000144741	SLC25A26	Known mitochondrial	NA
1562	H0YG54	ENSG00000076043	REXO2	Known mitochondrial	NA
1563	H0YK49	ENSG00000140374	ETFA	Known mitochondrial	NA
1564	H0YK98	ENSG00000140280	LYSMD2	Predicted mitochondrial	NA
1565	H0YKC4	ENSG00000100889	PCK2	Known mitochondrial	NA
1566	H0YKI0	ENSG00000128951	DUT	Known mitochondrial	NA
1567	H0YKN4	ENSG00000182718	ANXA2	Predicted mitochondrial	NA
1568	H0YKW9	ENSG00000171766	GATM	Known mitochondrial	NA
1569	H0YL11	ENSG00000182054	IDH2	Known mitochondrial	NA
1570	H0YL22	ENSG00000137806	NDUFAF1	Known mitochondrial	NA
1571	H0YL72	ENSG00000166411	IDH3A	Known mitochondrial	NA
1572	H0YL83	ENSG00000140374	ETFA	Known mitochondrial	NA
1573	H0YL99	ENSG00000181991	MRPS11	Known mitochondrial	NA
1574	H0YLF8	ENSG00000166411	IDH3A	Known mitochondrial	NA
1575	H0YLF9	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1576	H0YLK3	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1577	H0YLL5	ENSG00000182054	IDH2	Known mitochondrial	NA
1578	H0YLV6	ENSG00000182718	ANXA2	Predicted mitochondrial	NA
1579	H0YLV7	ENSG00000137824	RMDN3	Known mitochondrial	NA
1580	H0YM12	ENSG00000140374	ETFA	Known mitochondrial	NA
1581	H0YM31	ENSG00000100889	PCK2	Known mitochondrial	NA
1582	H0YM44	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1583	H0YM48	ENSG00000166855	CLPX	Known mitochondrial	NA
1584	H0YML1	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1585	H0YML5	ENSG00000100889	PCK2	Known mitochondrial	NA
1586	H0YMM5	ENSG00000128951	DUT	Known mitochondrial	NA
1587	H0YMU8	ENSG00000140374	ETFA	Known mitochondrial	NA
1588	H0YMU9	ENSG00000182718	ANXA2	Predicted mitochondrial	NA
1589	H0YMY5	ENSG00000166411	IDH3A	Known mitochondrial	NA
1590	H0YN13	ENSG00000189227	C15orf61	Known mitochondrial	NA
1591	H0YN31	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1592	H0YN64	ENSG00000259494	MRPL46	Known mitochondrial	NA
1593	H0YN87	ENSG00000156958	GALK2	Predicted mitochondrial	NA
1594	H0YNC2	ENSG00000157379	DHRS1	Predicted mitochondrial	NA
1595	H0YNF5	ENSG00000166411	IDH3A	Known mitochondrial	NA
1596	H0YNF8	ENSG00000166411	IDH3A	Known mitochondrial	NA
1597	H0YNH9	ENSG00000100889	PCK2	Known mitochondrial	NA
1598	H0YNJ9	ENSG00000128951	DUT	Known mitochondrial	NA
1599	H0YNU4	ENSG00000080815	PSEN1	Known mitochondrial	NA
1600	H0YNW5	ENSG00000128951	DUT	Known mitochondrial	NA
1601	H3BM70	ENSG00000166816	LDHD	Known mitochondrial	NA
1602	H3BMD2	ENSG00000110090	CPT1A	Known mitochondrial	NA
1603	H3BMF4	ENSG00000169682	SPNS1	Known mitochondrial	NA
1604	H3BMI3	ENSG00000085491	SLC25A24	Known mitochondrial	NA
1605	H3BMP9	ENSG00000140983	RHOT2	Known mitochondrial	NA
1606	H3BMR9	ENSG00000065427	KARS	Known mitochondrial	NA
1607	H3BN04	ENSG00000136371	MTHFS	Known mitochondrial	NA
1608	H3BN28	ENSG00000103121	CMC2	Known mitochondrial	NA
1609	H3BN72	ENSG00000131143	COX4I1	Known mitochondrial	NA
1610	H3BNA8	ENSG00000102897	LYRM1	Known mitochondrial	NA
1611	H3BNE8	ENSG00000004779	NDUFAB1	Known mitochondrial	NA
1612	H3BNJ9	ENSG00000066813	ACSM2B	Known mitochondrial	NA
1613	H3BNK2	ENSG00000102897	LYRM1	Known mitochondrial	NA
1614	H3BNM3	ENSG00000174177	CTU2	Predicted mitochondrial	NA
1615	H3BNN8	ENSG00000103121	CMC2	Known mitochondrial	NA
1616	H3BNQ7	ENSG00000183044	ABAT	Known mitochondrial	NA
1617	H3BNU3	ENSG00000178952	TUFM	Known mitochondrial	NA
1618	H3BNV1	ENSG00000140905	GCSH	Known mitochondrial	NA
1619	H3BNV2	ENSG00000181019	NQO1	Known mitochondrial	NA
1620	H3BNV9	ENSG00000131143	COX4I1	Known mitochondrial	NA
1621	H3BNX8	ENSG00000178741	COX5A	Known mitochondrial	NA
1622	H3BP28	ENSG00000167186	COQ7	Known mitochondrial	NA
1623	H3BP40	ENSG00000140983	RHOT2	Known mitochondrial	NA
1624	H3BP47	ENSG00000174109	C16orf91	Known mitochondrial	NA
1625	H3BP68	ENSG00000103121	CMC2	Known mitochondrial	NA
1626	H3BP77	ENSG00000166548	TK2	Known mitochondrial	NA
1627	H3BP84	ENSG00000183044	ABAT	Known mitochondrial	NA
1628	H3BPC6	ENSG00000088682	COQ9	Known mitochondrial	NA
1629	H3BPE8	ENSG00000103254	FAM173A	Predicted mitochondrial	NA
1630	H3BPF0	ENSG00000140905	GCSH	Known mitochondrial	NA
1631	H3BPJ9	ENSG00000140990	NDUFB10	Known mitochondrial	NA
1632	H3BPP2	ENSG00000103121	CMC2	Known mitochondrial	NA
1633	H3BPQ4	ENSG00000063854	HAGH	Known mitochondrial	NA
1634	H3BPR2	ENSG00000103024	NME3	Predicted mitochondrial	NA
1635	H3BPR4	ENSG00000131143	COX4I1	Known mitochondrial	NA
1636	H3BPW8	ENSG00000183044	ABAT	Known mitochondrial	NA
1637	H3BPY3	ENSG00000103356	EARS2	Known mitochondrial	NA
1638	H3BQ19	ENSG00000125170	DOK4	Predicted mitochondrial	NA
1639	H3BQ34	ENSG00000067225	PKM	Predicted mitochondrial	NA
1640	H3BQG3	ENSG00000090857	PDPR	Known mitochondrial	NA
1641	H3BQI0	ENSG00000103356	EARS2	Known mitochondrial	NA
1642	H3BQK5	ENSG00000065427	KARS	Known mitochondrial	NA
1643	H3BQP8	ENSG00000103356	EARS2	Known mitochondrial	NA
1644	H3BQQ4	ENSG00000127554	GFER	Known mitochondrial	NA
1645	H3BQZ3	ENSG00000067225	PKM	Predicted mitochondrial	NA
1646	H3BR70	ENSG00000067225	PKM	Predicted mitochondrial	NA
1647	H3BRC0	ENSG00000088682	COQ9	Known mitochondrial	NA
1648	H3BRC3	ENSG00000103121	CMC2	Known mitochondrial	NA
1649	H3BRC9	ENSG00000065427	KARS	Known mitochondrial	NA
1650	H3BRE7	ENSG00000125166	GOT2	Known mitochondrial	NA
1651	H3BRG4	ENSG00000140740	UQCRC2	Known mitochondrial	NA
1652	H3BRI0	ENSG00000178741	COX5A	Known mitochondrial	NA
1653	H3BRK3	ENSG00000181019	NQO1	Known mitochondrial	NA
1654	H3BRM5	ENSG00000178741	COX5A	Known mitochondrial	NA
1655	H3BRN4	ENSG00000183044	ABAT	Known mitochondrial	NA
1656	H3BRP5	ENSG00000197006	METTL9	Predicted mitochondrial	NA
1657	H3BRS5	ENSG00000090857	PDPR	Known mitochondrial	NA
1658	H3BRW3	ENSG00000127554	GFER	Known mitochondrial	NA
1659	H3BS02	ENSG00000103507	BCKDK	Known mitochondrial	NA
1660	H3BS11	ENSG00000167186	COQ7	Known mitochondrial	NA
1661	H3BSJ5	ENSG00000088682	COQ9	Known mitochondrial	NA
1662	H3BSJ9	ENSG00000140740	UQCRC2	Known mitochondrial	NA
1663	H3BST9	ENSG00000125170	DOK4	Predicted mitochondrial	NA
1664	H3BSW6	ENSG00000174177	CTU2	Predicted mitochondrial	NA
1665	H3BT37	ENSG00000134419	RPS15A	Predicted mitochondrial	NA
1666	H3BTB6	ENSG00000103121	CMC2	Known mitochondrial	NA
1667	H3BTB7	ENSG00000103356	EARS2	Known mitochondrial	NA
1668	H3BTJ0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
1669	H3BTJ7	ENSG00000103502	CDIPT	Predicted mitochondrial	NA
1670	H3BTR3	ENSG00000167264	DUS2	Predicted mitochondrial	NA
1671	H3BTS9	ENSG00000197006	METTL9	Predicted mitochondrial	NA
1672	H3BTX9	ENSG00000066813	ACSM2B	Known mitochondrial	NA
1673	H3BU49	ENSG00000102931	ARL2BP	Known mitochondrial	NA
1674	H3BUE4	ENSG00000140740	UQCRC2	Known mitochondrial	NA
1675	H3BUI9	ENSG00000140740	UQCRC2	Known mitochondrial	NA
1676	H3BUR9	ENSG00000103502	CDIPT	Predicted mitochondrial	NA
1677	H3BUW7	ENSG00000133121	STARD13	Predicted mitochondrial	NA
1678	H3BUX2	ENSG00000103018	CYB5B	Known mitochondrial	NA
1679	H3BUX4	ENSG00000140983	RHOT2	Known mitochondrial	NA
1680	H3BUY0	ENSG00000197345	MRPL21	Known mitochondrial	NA
1681	H3BV27	ENSG00000134419	RPS15A	Predicted mitochondrial	NA
1682	H3BV57	ENSG00000166548	TK2	Known mitochondrial	NA
1683	H3BV69	ENSG00000178741	COX5A	Known mitochondrial	NA
1684	H3BVI5	ENSG00000140983	RHOT2	Known mitochondrial	NA
1685	H6UYS7	ENSG00000145335	SNCA	Known mitochondrial	NA
1686	H7BXF6	ENSG00000138035	PNPT1	Known mitochondrial	NA
1687	H7BXM8	ENSG00000170632	ARMC10	Known mitochondrial	NA
1688	H7BXQ8	ENSG00000170632	ARMC10	Known mitochondrial	NA
1689	H7BXS6	ENSG00000173124	ACSM6	Known mitochondrial	NA
1690	H7BXY3	ENSG00000132153	DHX30	Known mitochondrial	NA
1691	H7BXZ6	ENSG00000126858	RHOT1	Known mitochondrial	NA
1692	H7BY58	ENSG00000120265	PCMT1	Predicted mitochondrial	NA
1693	H7BYH4	ENSG00000142168	SOD1	Predicted mitochondrial	NA
1694	H7BYZ2	ENSG00000173124	ACSM6	Known mitochondrial	NA
1695	H7BZ94	ENSG00000185624	P4HB	Known mitochondrial	NA
1696	H7C101	ENSG00000006695	COX10	Known mitochondrial	NA
1697	H7C1J4	ENSG00000065060	UHRF1BP1	Predicted mitochondrial	NA
1698	H7C1Q4	ENSG00000102794	ACOD1	Predicted mitochondrial	NA
1699	H7C430	ENSG00000144741	SLC25A26	Known mitochondrial	NA
1700	H7C611	ENSG00000101019	UQCC1	Known mitochondrial	NA
1701	H9KV75	ENSG00000072110	ACTN1	Predicted mitochondrial	NA
1702	I3L0B8	ENSG00000141437	SLC25A52	Known mitochondrial	NA
1703	I3L0K7	ENSG00000126602	TRAP1	Known mitochondrial	NA
1704	I3L0T6	ENSG00000171861	MRM3	Known mitochondrial	NA
1705	I3L0W4	ENSG00000141504	SAT2	Known mitochondrial	NA
1706	I3L0W5	ENSG00000108953	YWHAE	Predicted mitochondrial	NA
1707	I3L0X1	ENSG00000072210	ALDH3A2	Known mitochondrial	NA
1708	I3L0X9	ENSG00000217930	PAM16	Known mitochondrial	NA
1709	I3L166	ENSG00000103356	EARS2	Known mitochondrial	NA
1710	I3L1F4	ENSG00000167699	GLOD4	Known mitochondrial	NA
1711	I3L1I6	ENSG00000103423	DNAJA3	Known mitochondrial	NA
1712	I3L1K9	ENSG00000217930	PAM16	Known mitochondrial	NA
1713	I3L1N9	ENSG00000145354	CISD2	Predicted mitochondrial	NA
1714	I3L1T0	ENSG00000167186	COQ7	Known mitochondrial	NA
1715	I3L1T9	ENSG00000103423	DNAJA3	Known mitochondrial	NA
1716	I3L1U7	ENSG00000217930	PAM16	Known mitochondrial	NA
1717	I3L1Y5	ENSG00000185624	P4HB	Known mitochondrial	NA
1718	I3L208	ENSG00000204237	OXLD1	Predicted mitochondrial	NA
1719	I3L223	ENSG00000108829	LRRC59	Known mitochondrial	NA
1720	I3L246	ENSG00000134419	RPS15A	Predicted mitochondrial	NA
1721	I3L267	ENSG00000182676	PPP1R27	Predicted mitochondrial	NA
1722	I3L277	ENSG00000167699	GLOD4	Known mitochondrial	NA
1723	I3L2B3	ENSG00000132530	XAF1	Predicted mitochondrial	NA
1724	I3L2C2	ENSG00000167699	GLOD4	Known mitochondrial	NA
1725	I3L2W1	ENSG00000072210	ALDH3A2	Known mitochondrial	NA
1726	I3L2W7	ENSG00000141504	SAT2	Known mitochondrial	NA
1727	I3L303	ENSG00000134419	RPS15A	Predicted mitochondrial	NA
1728	I3L3B0	ENSG00000108561	C1QBP	Known mitochondrial	NA
1729	I3L3D3	ENSG00000103423	DNAJA3	Known mitochondrial	NA
1730	I3L3E6	ENSG00000179314	WSCD1	Predicted mitochondrial	NA
1731	I3L3L4	ENSG00000126602	TRAP1	Known mitochondrial	NA
1732	I3L3N9	ENSG00000183048	SLC25A10	Known mitochondrial	NA
1733	I3L3P7	ENSG00000134419	RPS15A	Predicted mitochondrial	NA
1734	I3L3Q2	ENSG00000132530	XAF1	Predicted mitochondrial	NA
1735	I3L3T0	ENSG00000217930	PAM16	Known mitochondrial	NA
1736	I3L3T1	ENSG00000108953	YWHAE	Predicted mitochondrial	NA
1737	I3L448	ENSG00000123472	ATPAF1	Known mitochondrial	NA
1738	I3L479	ENSG00000108599	AKAP10	Known mitochondrial	NA
1739	I3L4L7	ENSG00000126602	TRAP1	Known mitochondrial	NA
1740	I3L509	ENSG00000132530	XAF1	Predicted mitochondrial	NA
1741	I3L514	ENSG00000185624	P4HB	Known mitochondrial	NA
1742	I3L534	ENSG00000132530	XAF1	Predicted mitochondrial	NA
1743	I3NI04	ENSG00000108599	AKAP10	Known mitochondrial	NA
1744	I3NI24	ENSG00000167699	GLOD4	Known mitochondrial	NA
1745	I3NI27	ENSG00000167699	GLOD4	Known mitochondrial	NA
1746	I3NI32	ENSG00000102967	DHODH	Known mitochondrial	NA
1747	I6LPK7	ENSG00000087088	BAX	Known mitochondrial	NA
1748	J3JS69	ENSG00000231500	RPS18	Predicted mitochondrial	NA
1749	J3KMW3	ENSG00000102309	PIN4	Known mitochondrial	NA
1750	J3KMW5	ENSG00000103254	FAM173A	Predicted mitochondrial	NA
1751	J3KN11	ENSG00000134285	FKBP11	Predicted mitochondrial	NA
1752	J3KN19	ENSG00000137500	CCDC90B	Known mitochondrial	NA
1753	J3KN42	ENSG00000085491	SLC25A24	Known mitochondrial	NA
1754	J3KN60	ENSG00000140374	ETFA	Known mitochondrial	NA
1755	J3KN90	ENSG00000150756	FAM173B	Predicted mitochondrial	NA
1756	J3KNA0	ENSG00000155463	OXA1L	Known mitochondrial	NA
1757	J3KNC7	ENSG00000166347	CYB5A	Predicted mitochondrial	NA
1758	J3KNF4	ENSG00000173992	CCS	Known mitochondrial	NA
1759	J3KNF8	ENSG00000103018	CYB5B	Known mitochondrial	NA
1760	J3KNI2	ENSG00000213563	C8orf82	Known mitochondrial	NA
1761	J3KNJ8	ENSG00000110011	DNAJC4	Predicted mitochondrial	NA
1762	J3KP21	ENSG00000198015	MRPL42	Known mitochondrial	NA
1763	J3KP84	ENSG00000093144	ECHDC1	Known mitochondrial	NA
1764	J3KPD9	ENSG00000011052	NME1-NME2	Predicted mitochondrial	NA
1765	J3KPE3	ENSG00000204628	RACK1	Predicted mitochondrial	NA
1766	J3KPI9	ENSG00000145247	OCIAD2	Known mitochondrial	NA
1767	J3KPP0	ENSG00000198015	MRPL42	Known mitochondrial	NA
1768	J3KPT4	ENSG00000170638	TRABD	Predicted mitochondrial	NA
1769	J3KPV1	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
1770	J3KPX7	ENSG00000215021	PHB2	Known mitochondrial	NA
1771	J3KQ16	ENSG00000156113	KCNMA1	Known mitochondrial	NA
1772	J3KQ18	ENSG00000099977	DDT	Predicted mitochondrial	NA
1773	J3KQ48	ENSG00000141378	PTRH2	Known mitochondrial	NA
1774	J3KQA4	ENSG00000114120	SLC25A36	Known mitochondrial	NA
1775	J3KQI1	ENSG00000145832	SLC25A48	Known mitochondrial	NA
1776	J3KQU2	ENSG00000173988	LRRC63	Predicted mitochondrial	NA
1777	J3KQY1	ENSG00000082515	MRPL22	Known mitochondrial	NA
1778	J3KR89	ENSG00000138796	HADH	Known mitochondrial	NA
1779	J3KRB4	ENSG00000178127	NDUFV2	Known mitochondrial	NA
1780	J3KRG8	ENSG00000161513	FDXR	Known mitochondrial	NA
1781	J3KRJ3	ENSG00000075336	TIMM21	Known mitochondrial	NA
1782	J3KRN5	ENSG00000154229	PRKCA	Predicted mitochondrial	NA
1783	J3KRR9	ENSG00000177302	TOP3A	Known mitochondrial	NA
1784	J3KRW4	ENSG00000006695	COX10	Known mitochondrial	NA
1785	J3KS13	ENSG00000141367	CLTC	Predicted mitochondrial	NA
1786	J3KS26	ENSG00000108387	Sep-04	Known mitochondrial	NA
1787	J3KS64	ENSG00000161513	FDXR	Known mitochondrial	NA
1788	J3KS77	ENSG00000108439	PNPO	Known mitochondrial	NA
1789	J3KS78	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1790	J3KS85	ENSG00000108387	Sep-04	Known mitochondrial	NA
1791	J3KS96	ENSG00000177302	TOP3A	Known mitochondrial	NA
1792	J3KSB6	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1793	J3KSJ3	ENSG00000006695	COX10	Known mitochondrial	NA
1794	J3KSJ5	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1795	J3KSR2	ENSG00000149428	HYOU1	Predicted mitochondrial	NA
1796	J3KSR5	ENSG00000126858	RHOT1	Known mitochondrial	NA
1797	J3KSS5	ENSG00000167549	CORO6	Predicted mitochondrial	NA
1798	J3KSZ7	ENSG00000108387	Sep-04	Known mitochondrial	NA
1799	J3KTA9	ENSG00000153982	GDPD1	Predicted mitochondrial	NA
1800	J3KTB2	ENSG00000171953	ATPAF2	Known mitochondrial	NA
1801	J3KTG7	ENSG00000172171	TEFM	Known mitochondrial	NA
1802	J3KTI1	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1803	J3KTJ4	ENSG00000177427	MIEF2	Known mitochondrial	NA
1804	J3QKK3	ENSG00000108384	RAD51C	Known mitochondrial	NA
1805	J3QKK9	ENSG00000072210	ALDH3A2	Known mitochondrial	NA
1806	J3QKW2	ENSG00000125445	MRPS7	Known mitochondrial	NA
1807	J3QKW4	ENSG00000134265	NAPG	Known mitochondrial	NA
1808	J3QKZ6	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1809	J3QL20	ENSG00000141367	CLTC	Predicted mitochondrial	NA
1810	J3QL32	ENSG00000183010	PYCR1	Known mitochondrial	NA
1811	J3QL56	ENSG00000133028	SCO1	Known mitochondrial	NA
1812	J3QL81	ENSG00000132199	ENOSF1	Known mitochondrial	NA
1813	J3QL99	ENSG00000132199	ENOSF1	Known mitochondrial	NA
1814	J3QLD3	ENSG00000100300	TSPO	Known mitochondrial	NA
1815	J3QLF1	ENSG00000108439	PNPO	Known mitochondrial	NA
1816	J3QLJ8	ENSG00000109016	DHRS7B	Predicted mitochondrial	NA
1817	J3QLK1	ENSG00000109016	DHRS7B	Predicted mitochondrial	NA
1818	J3QLQ8	ENSG00000180891	CUEDC1	Predicted mitochondrial	NA
1819	J3QLR5	ENSG00000205309	NT5M	Known mitochondrial	NA
1820	J3QLR8	ENSG00000181610	MRPS23	Known mitochondrial	NA
1821	J3QLS3	ENSG00000125445	MRPS7	Known mitochondrial	NA
1822	J3QLV6	ENSG00000167549	CORO6	Predicted mitochondrial	NA
1823	J3QQN7	ENSG00000153982	GDPD1	Predicted mitochondrial	NA
1824	J3QQX3	ENSG00000161513	FDXR	Known mitochondrial	NA
1825	J3QQZ9	ENSG00000108439	PNPO	Known mitochondrial	NA
1826	J3QR18	ENSG00000177302	TOP3A	Known mitochondrial	NA
1827	J3QR30	ENSG00000177427	MIEF2	Known mitochondrial	NA
1828	J3QR42	ENSG00000133028	SCO1	Known mitochondrial	NA
1829	J3QR74	ENSG00000108599	AKAP10	Known mitochondrial	NA
1830	J3QRD1	ENSG00000072210	ALDH3A2	Known mitochondrial	NA
1831	J3QRG5	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
1832	J3QRN4	ENSG00000205309	NT5M	Known mitochondrial	NA
1833	J3QRT6	ENSG00000108387	Sep-04	Known mitochondrial	NA
1834	J3QRU3	ENSG00000108387	Sep-04	Known mitochondrial	NA
1835	J3QS25	ENSG00000177302	TOP3A	Known mitochondrial	NA
1836	J3QS28	ENSG00000134265	NAPG	Known mitochondrial	NA
1837	J3QS34	ENSG00000178127	NDUFV2	Known mitochondrial	NA
1838	J3QSB6	ENSG00000132199	ENOSF1	Known mitochondrial	NA
1839	J3QSF9	ENSG00000161513	FDXR	Known mitochondrial	NA
1840	J3QSS7	ENSG00000165898	ISCA2	Known mitochondrial	NA
1841	J3QT61	ENSG00000132591	ERAL1	Known mitochondrial	NA
1842	J3QTA6	ENSG00000159685	CHCHD6	Known mitochondrial	NA
1843	J3QTB2	ENSG00000159685	CHCHD6	Known mitochondrial	NA
1844	J3QTJ6	ENSG00000188738	FSIP2	Predicted mitochondrial	NA
1845	J9JID6	ENSG00000072778	ACADVL	Known mitochondrial	NA
1846	K4JQN1	ENSG00000087088	BAX	Known mitochondrial	NA
1847	K7EIK3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1848	K7EIR2	ENSG00000174917	C19orf70	Known mitochondrial	NA
1849	K7EIR3	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1850	K7EIT2	ENSG00000099800	TIMM13	Known mitochondrial	NA
1851	K7EIX1	ENSG00000214456	PLIN5	Known mitochondrial	NA
1852	K7EIX2	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
1853	K7EIZ6	ENSG00000130816	DNMT1	Known mitochondrial	NA
1854	K7EJ20	ENSG00000167468	GPX4	Known mitochondrial	NA
1855	K7EJB8	ENSG00000167641	PPP1R14A	Predicted mitochondrial	NA
1856	K7EJE1	ENSG00000186010	NDUFA13	Known mitochondrial	NA
1857	K7EJE8	ENSG00000196365	LONP1	Known mitochondrial	NA
1858	K7EJF0	ENSG00000121289	CEP89	Known mitochondrial	NA
1859	K7EJM8	ENSG00000066926	FECH	Known mitochondrial	NA
1860	K7EK37	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1861	K7EKE6	ENSG00000196365	LONP1	Known mitochondrial	NA
1862	K7EKI4	ENSG00000105364	MRPL4	Known mitochondrial	NA
1863	K7EKP6	ENSG00000130734	ATG4D	Predicted mitochondrial	NA
1864	K7EKV9	ENSG00000152234	ATP5A1	Known mitochondrial	NA
1865	K7EKW7	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
1866	K7EKZ5	ENSG00000006125	AP2B1	Predicted mitochondrial	NA
1867	K7ELJ0	ENSG00000174886	NDUFA11	Known mitochondrial	NA
1868	K7ELM5	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
1869	K7ELQ0	ENSG00000105364	MRPL4	Known mitochondrial	NA
1870	K7ELR8	ENSG00000068097	HEATR6	Predicted mitochondrial	NA
1871	K7ELW0	ENSG00000116288	PARK7	Known mitochondrial	NA
1872	K7EM07	ENSG00000091947	TMEM101	Predicted mitochondrial	NA
1873	K7EM08	ENSG00000152234	ATP5A1	Known mitochondrial	NA
1874	K7EM43	ENSG00000141756	FKBP10	Known mitochondrial	NA
1875	K7EME0	ENSG00000167315	ACAA2	Known mitochondrial	NA
1876	K7EMM2	ENSG00000108443	RPS6KB1	Known mitochondrial	NA
1877	K7EMN0	ENSG00000167641	PPP1R14A	Predicted mitochondrial	NA
1878	K7EMU8	ENSG00000130816	DNMT1	Known mitochondrial	NA
1879	K7EMW3	ENSG00000013306	SLC25A39	Known mitochondrial	NA
1880	K7EN32	ENSG00000130159	ECSIT	Known mitochondrial	NA
