Protein	Gene.ID	Gene	Status	CAFA
A6NIW5	ENSG00000167815	PRDX2	Predicted mitochondrial	NA
A6NJ78	ENSG00000169519	METTL15	Known mitochondrial	NA
A6NJ78	ENSG00000169519	METTL15	Known mitochondrial	NA
A6NJ78	ENSG00000169519	METTL15	Known mitochondrial	NA
A6NJ78	ENSG00000169519	METTL15	Known mitochondrial	NA
A6NJD9	ENSG00000214026	MRPL23	Known mitochondrial	NA
A6NJX6	ENSG00000172586	CHCHD1	Known mitochondrial	NA
A6NK06	ENSG00000102794	ACOD1	Predicted mitochondrial	NA
A6NK44	ENSG00000171433	GLOD5	Predicted mitochondrial	NA
A6NK58	ENSG00000175536	LIPT2	Known mitochondrial	Da
A6NLB9	ENSG00000172590	MRPL52	Known mitochondrial	NA
A6NMN0	ENSG00000067177	PHKA1	Predicted mitochondrial	NA
A6NNL5	ENSG00000189227	C15orf61	Known mitochondrial	NA
A6NP46	ENSG00000198814	GK	Known mitochondrial	NA
A6PVN3	ENSG00000095321	CRAT	Known mitochondrial	NA
A6XGL0	ENSG00000250067	YJEFN3	Predicted mitochondrial	NA
A6XGL0	ENSG00000250067	YJEFN3	Predicted mitochondrial	NA
A8K0A6	ENSG00000135423	GLS2	Known mitochondrial	NA
A8K0H0	ENSG00000165949	IFI27	Known mitochondrial	NA
A8K1M9	ENSG00000165046	LETM2	Known mitochondrial	NA
A8K5M9	ENSG00000188277	C15orf62	Known mitochondrial	NA
A8K7Q2	ENSG00000109971	HSPA8	Predicted mitochondrial	NA
A8MPV4	ENSG00000115204	MPV17	Known mitochondrial	NA
A8MRA7	ENSG00000123472	ATPAF1	Known mitochondrial	NA
A8MSI8	ENSG00000232859	LYRM9	Predicted mitochondrial	NA
A8MT25	ENSG00000177427	MIEF2	Known mitochondrial	NA
A8MT40	ENSG00000090857	PDPR	Known mitochondrial	NA
A8MTD3	ENSG00000115204	MPV17	Known mitochondrial	NA
A8MTS1	ENSG00000185917	SETD4	Predicted mitochondrial	NA
A8MTT3	ENSG00000218739	CEBPZOS	Known mitochondrial	NA
A8MUH2	ENSG00000154723	ATP5J	Known mitochondrial	NA
A8MUI2	ENSG00000170906	NDUFA3	Known mitochondrial	NA
A8MUL8	ENSG00000162927	PUS10	Predicted mitochondrial	NA
A8MUP2	ENSG00000214756	METTL12	Known mitochondrial	NA
A8MVM8	ENSG00000170906	NDUFA3	Known mitochondrial	NA
A8MVT4	ENSG00000214026	MRPL23	Known mitochondrial	NA
A8MWT1	ENSG00000183597	TANGO2	Known mitochondrial	NA
A8MX94	ENSG00000084207	GSTP1	Predicted mitochondrial	NA
A8MXK4	ENSG00000170889	RPS9	Predicted mitochondrial	NA
A8MXP8	ENSG00000117906	RCN2	Known mitochondrial	NA
A8MXU7	ENSG00000002330	BAD	Known mitochondrial	NA
A8MXV4	ENSG00000213965	NUDT19	Known mitochondrial	Da
A8MY48	ENSG00000188130	MAPK12	Known mitochondrial	NA
A8MYJ8	ENSG00000170906	NDUFA3	Known mitochondrial	NA
A8MYK1	ENSG00000214026	MRPL23	Known mitochondrial	NA
A8MYZ9	ENSG00000069998	HDHD5	Known mitochondrial	NA
A9X3U0	ENSG00000138942	RNF185	Known mitochondrial	NA
B0AZS6	ENSG00000164924	YWHAZ	Predicted mitochondrial	NA
B0QY95	ENSG00000100335	MIEF1	Known mitochondrial	NA
B0QYH2	ENSG00000100209	HSCB	Known mitochondrial	NA
B0YJC4	ENSG00000026025	VIM	Predicted mitochondrial	NA
B0YJC5	ENSG00000026025	VIM	Predicted mitochondrial	NA
B1AH49	ENSG00000128309	MPST	Known mitochondrial	NA
B1AH88	ENSG00000100300	TSPO	Known mitochondrial	Da
B1AKM6	ENSG00000241878	PISD	Known mitochondrial	NA
B1AKV2	ENSG00000101019	UQCC1	Known mitochondrial	NA
B1AKV4	ENSG00000101019	UQCC1	Known mitochondrial	NA
B1AL05	ENSG00000055950	MRPL43	Known mitochondrial	NA
B1ALU1	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
B1ALU3	ENSG00000117114	ADGRL2	Predicted mitochondrial	NA
B1ANG9	ENSG00000143774	GUK1	Known mitochondrial	NA
B1ANH5	ENSG00000143774	GUK1	Known mitochondrial	NA
B1ANH6	ENSG00000143774	GUK1	Known mitochondrial	NA
B3KN43	ENSG00000108826	MRPL27	Known mitochondrial	NA
B3KQ30	ENSG00000136003	ISCU	Known mitochondrial	NA
B3KQX1	ENSG00000106591	MRPL32	Known mitochondrial	NA
B3KR49	ENSG00000102882	MAPK3	Predicted mitochondrial	NA
B3KR61	ENSG00000101247	NDUFAF5	Known mitochondrial	NA
B3KSI3	ENSG00000105552	BCAT2	Known mitochondrial	NA
B3KTU4	ENSG00000145020	AMT	Known mitochondrial	NA
B3KUS5	ENSG00000135093	USP30	Known mitochondrial	NA
B3KW44	ENSG00000123600	METTL8	Known mitochondrial	NA
B3KY94	ENSG00000103502	CDIPT	Predicted mitochondrial	NA
B4DDK6	ENSG00000204152	TIMM23B	Known mitochondrial	NA
B4DDQ3	ENSG00000087470	DNM1L	Known mitochondrial	NA
B4DE93	ENSG00000167792	NDUFV1	Known mitochondrial	NA
B4DEM9	ENSG00000004142	POLDIP2	Known mitochondrial	NA
B4DEZ3	ENSG00000186010	NDUFA13	Known mitochondrial	NA
B4DFG5	ENSG00000013306	SLC25A39	Known mitochondrial	NA
B4DFI7	ENSG00000147576	ADHFE1	Known mitochondrial	NA
B4DFP7	ENSG00000122085	MTERF4	Known mitochondrial	NA
B4DFT4	ENSG00000105341	ATP5SL	Known mitochondrial	NA
B4DGK6	ENSG00000115840	SLC25A12	Known mitochondrial	NA
B4DI26	ENSG00000166260	COX11	Known mitochondrial	NA
B4DJ81	ENSG00000023228	NDUFS1	Known mitochondrial	NA
B4DJF2	ENSG00000108953	YWHAE	Predicted mitochondrial	NA
B4DJM9	ENSG00000104835	SARS2	Known mitochondrial	NA
B4DJV2	ENSG00000062485	CS	Known mitochondrial	NA
B4DK77	ENSG00000125741	OPA3	Known mitochondrial	NA
B4DK89	ENSG00000043514	TRIT1	Known mitochondrial	NA
B4DKD5	ENSG00000122085	MTERF4	Known mitochondrial	NA
B4DLR8	ENSG00000181019	NQO1	Known mitochondrial	NA
B4DML3	ENSG00000137274	BPHL	Predicted mitochondrial	NA
B4DMT0	ENSG00000161558	TMEM143	Predicted mitochondrial	NA
B4DNC9	ENSG00000136003	ISCU	Known mitochondrial	NA
B4DNK4	ENSG00000067225	PKM	Predicted mitochondrial	NA
B4DP25	ENSG00000106346	USP42	Predicted mitochondrial	NA
B4DP62	ENSG00000100075	SLC25A1	Known mitochondrial	NA
B4DP64	ENSG00000120992	LYPLA1	Predicted mitochondrial	NA
B4DP72	ENSG00000110871	COQ5	Known mitochondrial	NA
B4DPR9	ENSG00000127989	MTERF1	Known mitochondrial	NA
B4DPZ9	ENSG00000087470	DNM1L	Known mitochondrial	NA
B4DQ67	ENSG00000112855	HARS2	Known mitochondrial	NA
B4DRC1	ENSG00000101181	MTG2	Known mitochondrial	NA
B4DSL5	ENSG00000278259	MYO19	Known mitochondrial	NA
B4DV11	ENSG00000147576	ADHFE1	Known mitochondrial	NA
B4DVF4	ENSG00000060971	ACAA1	Predicted mitochondrial	NA
B4DW73	ENSG00000100889	PCK2	Known mitochondrial	NA
B4DYN2	ENSG00000140798	ABCC12	Predicted mitochondrial	NA
B4E059	ENSG00000166321	NUDT13	Predicted mitochondrial	NA
B4E0P2	ENSG00000059691	GATB	Known mitochondrial	NA
B4E0W7	ENSG00000003509	NDUFAF7	Known mitochondrial	NA
B4E101	ENSG00000144559	TAMM41	Known mitochondrial	NA
B4E298	ENSG00000165792	METTL17	Predicted mitochondrial	NA
B5MBW9	ENSG00000250479	CHCHD10	Known mitochondrial	NA
B5MC10	ENSG00000115204	MPV17	Known mitochondrial	NA
B5MC22	ENSG00000242114	MTFP1	Known mitochondrial	NA
B5MC53	ENSG00000115204	MPV17	Known mitochondrial	NA
B5MC64	ENSG00000169519	METTL15	Known mitochondrial	NA
B5MC82	ENSG00000099977	DDT	Predicted mitochondrial	NA
B5MCF8	ENSG00000115204	MPV17	Known mitochondrial	NA
B5MCJ1	ENSG00000183891	TTC32	Predicted mitochondrial	NA
B5MCT8	ENSG00000170889	RPS9	Predicted mitochondrial	NA
B5MCV2	ENSG00000180902	D2HGDH	Known mitochondrial	NA
B5MD00	ENSG00000196683	TOMM7	Known mitochondrial	NA
B5MD38	ENSG00000138029	HADHB	Known mitochondrial	NA
B5MDL5	ENSG00000188130	MAPK12	Known mitochondrial	NA
B7WNN4	ENSG00000142082	SIRT3	Known mitochondrial	NA
B7WPF5	ENSG00000142330	CAPN10	Known mitochondrial	NA
B7Z2E6	ENSG00000164924	YWHAZ	Predicted mitochondrial	NA
B7Z2R2	ENSG00000156467	UQCRB	Known mitochondrial	NA
B7Z3Z9	ENSG00000151726	ACSL1	Known mitochondrial	NA
B7Z415	ENSG00000151552	QDPR	Known mitochondrial	NA
B7Z4A5	ENSG00000183597	TANGO2	Known mitochondrial	NA
B7Z4W5	ENSG00000171097	KYAT1	Predicted mitochondrial	NA
B7Z509	ENSG00000115419	GLS	Known mitochondrial	NA
B7Z5R6	ENSG00000188554	NBR1	Known mitochondrial	NA
B7Z676	ENSG00000164038	SLC9B2	Known mitochondrial	NA
B7Z6C8	ENSG00000164209	SLC25A46	Known mitochondrial	NA
B7Z6W2	ENSG00000183597	TANGO2	Known mitochondrial	NA
B7Z8R2	ENSG00000049883	PTCD2	Known mitochondrial	NA
B7Z8V7	ENSG00000152620	NADK2	Known mitochondrial	NA
B7Z9I1	ENSG00000117054	ACADM	Known mitochondrial	NA
B7ZAG4	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
B7ZAR9	ENSG00000090857	PDPR	Known mitochondrial	NA
B7ZAX5	ENSG00000156958	GALK2	Predicted mitochondrial	NA
B7ZAZ8	ENSG00000119689	DLST	Known mitochondrial	NA
B7ZL88	ENSG00000163626	COX18	Known mitochondrial	NA
B7ZLR4	ENSG00000123191	ATP7B	Known mitochondrial	NA
B7ZM99	ENSG00000120254	MTHFD1L	Known mitochondrial	NA
B8ZWD1	ENSG00000155368	DBI	Known mitochondrial	NA
B8ZZ38	ENSG00000138095	LRPPRC	Known mitochondrial	NA
B8ZZ54	ENSG00000115541	HSPE1	Known mitochondrial	NA
B8ZZA8	ENSG00000115419	GLS	Known mitochondrial	NA
B8ZZC5	ENSG00000115419	GLS	Known mitochondrial	NA
B8ZZE2	ENSG00000115275	MOGS	Predicted mitochondrial	NA
B8ZZJ6	ENSG00000144040	SFXN5	Known mitochondrial	NA
B8ZZL8	ENSG00000115541	HSPE1	Known mitochondrial	NA
B8ZZT5	ENSG00000144120	TMEM177	Predicted mitochondrial	NA
B8ZZU9	ENSG00000065911	MTHFD2	Known mitochondrial	NA
B8ZZV5	ENSG00000185414	MRPL30	Known mitochondrial	NA
B8ZZV9	ENSG00000115520	COQ10B	Known mitochondrial	NA
B8ZZX2	ENSG00000115520	COQ10B	Known mitochondrial	NA
B9A051	ENSG00000204822	MRPL53	Known mitochondrial	NA
B9A057	ENSG00000183513	COA5	Known mitochondrial	NA
B9A058	ENSG00000198130	HIBCH	Known mitochondrial	NA
B9A062	ENSG00000065911	MTHFD2	Known mitochondrial	NA
B9A067	ENSG00000132305	IMMT	Known mitochondrial	NA
C4P092	ENSG00000162946	DISC1	Known mitochondrial	NA
C4P093	ENSG00000162946	DISC1	Known mitochondrial	NA
C4P0A0	ENSG00000162946	DISC1	Known mitochondrial	NA
C4P0B0	ENSG00000162946	DISC1	Known mitochondrial	NA
C4P0B1	ENSG00000162946	DISC1	Known mitochondrial	NA
C9IY40	ENSG00000112651	MRPL2	Known mitochondrial	NA
C9IZ01	ENSG00000168827	GFM1	Known mitochondrial	NA
C9IZW8	ENSG00000090266	NDUFB2	Known mitochondrial	NA
C9IZZ2	ENSG00000090266	NDUFB2	Known mitochondrial	NA
C9J0K3	ENSG00000163607	GTPBP8	Predicted mitochondrial	NA
C9J140	ENSG00000131370	SH3BP5	Predicted mitochondrial	NA
C9J2Y4	ENSG00000035141	FAM136A	Known mitochondrial	NA
C9J3G2	ENSG00000136682	CBWD2	Predicted mitochondrial	NA
C9J3N5	ENSG00000168237	GLYCTK	Known mitochondrial	NA
C9J406	ENSG00000132305	IMMT	Known mitochondrial	NA
C9J5E0	ENSG00000112651	MRPL2	Known mitochondrial	NA
C9J634	ENSG00000168291	PDHB	Known mitochondrial	NA
C9J799	ENSG00000214113	LYRM4	Known mitochondrial	NA
C9J7L8	ENSG00000123130	ACOT9	Known mitochondrial	NA
C9J7Q4	ENSG00000106077	ABHD11	Known mitochondrial	NA
C9J7Z1	ENSG00000187024	PTRH1	Known mitochondrial	NA
C9J7Z8	ENSG00000132530	XAF1	Predicted mitochondrial	NA
C9J8Q5	ENSG00000112294	ALDH5A1	Known mitochondrial	NA
C9J8T6	ENSG00000138495	COX17	Known mitochondrial	NA
C9J8V5	ENSG00000163607	GTPBP8	Predicted mitochondrial	NA
C9JA32	ENSG00000168237	GLYCTK	Known mitochondrial	NA
C9JAX1	ENSG00000165060	FXN	Known mitochondrial	NA
C9JAX8	ENSG00000168273	SMIM4	Predicted mitochondrial	NA
C9JBU9	ENSG00000160124	CCDC58	Known mitochondrial	NA
C9JBY7	ENSG00000090263	MRPS33	Known mitochondrial	NA
C9JDE9	ENSG00000060971	ACAA1	Predicted mitochondrial	NA
C9JDT9	ENSG00000183597	TANGO2	Known mitochondrial	NA
C9JE15	ENSG00000133597	ADCK2	Predicted mitochondrial	NA
C9JES7	ENSG00000187118	CMC1	Known mitochondrial	NA
C9JIZ6	ENSG00000197746	PSAP	Predicted mitochondrial	NA
C9JJ19	ENSG00000074071	MRPS34	Known mitochondrial	NA
C9JLB7	ENSG00000154814	OXNAD1	Known mitochondrial	NA
C9JM19	ENSG00000170889	RPS9	Predicted mitochondrial	NA
C9JM56	ENSG00000145832	SLC25A48	Known mitochondrial	NA
C9JM75	ENSG00000156990	RPUSD3	Known mitochondrial	NA
C9JNK6	ENSG00000128654	MTX2	Known mitochondrial	NA
C9JNP8	ENSG00000175193	PARL	Known mitochondrial	NA
C9JNU6	ENSG00000181061	HIGD1A	Known mitochondrial	NA
C9JPE1	ENSG00000178537	SLC25A20	Known mitochondrial	NA
C9JQ41	ENSG00000160124	CCDC58	Known mitochondrial	NA
C9JQB1	ENSG00000172113	NME6	Known mitochondrial	NA
C9JQE1	ENSG00000184903	IMMP2L	Known mitochondrial	NA
C9JQS9	ENSG00000114054	PCCB	Known mitochondrial	NA
C9JRM1	ENSG00000067560	RHOA	Predicted mitochondrial	NA
C9JRV4	ENSG00000090266	NDUFB2	Known mitochondrial	NA
C9JRX8	ENSG00000214113	LYRM4	Known mitochondrial	NA
C9JRZ6	ENSG00000106554	CHCHD3	Known mitochondrial	NA
C9JRZ8	ENSG00000227471	AKR1B15	Known mitochondrial	Da
C9JRZ8	ENSG00000227471	AKR1B15	Known mitochondrial	Da
C9JTY4	ENSG00000197150	ABCB8	Known mitochondrial	NA
C9JU26	ENSG00000241468	ATP5J2	Known mitochondrial	NA
C9JU35	ENSG00000113845	TIMMDC1	Known mitochondrial	NA
C9JVN9	ENSG00000087299	L2HGDH	Known mitochondrial	NA
C9JX21	ENSG00000067560	RHOA	Predicted mitochondrial	NA
C9JXJ4	ENSG00000145020	AMT	Known mitochondrial	NA
C9JXM4	ENSG00000090266	NDUFB2	Known mitochondrial	NA
C9JXQ9	ENSG00000065518	NDUFB4	Known mitochondrial	NA
C9JY28	ENSG00000214113	LYRM4	Known mitochondrial	NA
C9JY63	ENSG00000164830	OXR1	Known mitochondrial	NA
C9JYI3	ENSG00000197150	ABCB8	Known mitochondrial	NA
C9JZG7	ENSG00000112651	MRPL2	Known mitochondrial	NA
C9JZW2	ENSG00000112651	MRPL2	Known mitochondrial	NA
D3DNX8	ENSG00000164040	PGRMC2	Predicted mitochondrial	NA
D3DP56	ENSG00000164306	PRIMPOL	Known mitochondrial	NA
D3DQ64	ENSG00000162433	AK4	Known mitochondrial	NA
D3YTC1	ENSG00000132313	MRPL35	Known mitochondrial	NA
D3YTF8	ENSG00000184470	TXNRD2	Known mitochondrial	NA
D4PHA6	ENSG00000175606	TMEM70	Known mitochondrial	NA
D6R8Z6	ENSG00000170502	NUDT9	Known mitochondrial	NA
D6R908	ENSG00000164306	PRIMPOL	Known mitochondrial	NA
D6R909	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6R916	ENSG00000164258	NDUFS4	Known mitochondrial	NA
D6R941	ENSG00000134056	MRPS36	Known mitochondrial	NA
D6R947	ENSG00000006282	SPATA20	Known mitochondrial	NA
D6R971	ENSG00000164306	PRIMPOL	Known mitochondrial	NA
D6R975	ENSG00000163864	NMNAT3	Known mitochondrial	NA
D6R994	ENSG00000186687	LYRM7	Known mitochondrial	NA
D6R9C3	ENSG00000112695	COX7A2	Known mitochondrial	NA
D6R9H7	ENSG00000159199	ATP5G1	Known mitochondrial	NA
D6R9I9	ENSG00000164163	ABCE1	Predicted mitochondrial	NA
D6R9M5	ENSG00000112855	HARS2	Known mitochondrial	NA
D6R9M6	ENSG00000014824	SLC30A9	Known mitochondrial	NA
D6R9P2	ENSG00000164038	SLC9B2	Known mitochondrial	NA
D6R9R1	ENSG00000131844	MCCC2	Known mitochondrial	NA
D6R9Y0	ENSG00000123213	NLN	Known mitochondrial	NA
D6R9Z3	ENSG00000177646	ACAD9	Known mitochondrial	NA
D6R9Z7	ENSG00000127184	COX7C	Known mitochondrial	NA
D6RA35	ENSG00000112695	COX7A2	Known mitochondrial	NA
D6RA37	ENSG00000104723	TUSC3	Predicted mitochondrial	NA
D6RA56	ENSG00000164182	NDUFAF2	Known mitochondrial	NA
D6RAB6	ENSG00000186314	PRELID2	Predicted mitochondrial	NA
D6RAC2	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RAD3	ENSG00000138777	PPA2	Known mitochondrial	NA
D6RAE9	ENSG00000164466	SFXN1	Known mitochondrial	NA
D6RAN8	ENSG00000108826	MRPL27	Known mitochondrial	NA
D6RAR0	ENSG00000175309	PHYKPL	Known mitochondrial	NA
D6RAR2	ENSG00000232859	LYRM9	Predicted mitochondrial	NA
D6RAR6	ENSG00000124279	FASTKD3	Known mitochondrial	NA
D6RAU2	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RAV8	ENSG00000145439	CBR4	Known mitochondrial	NA
D6RAW4	ENSG00000132305	IMMT	Known mitochondrial	NA
D6RAW7	ENSG00000163071	SPATA18	Known mitochondrial	NA
D6RAX6	ENSG00000163071	SPATA18	Known mitochondrial	NA
D6RB04	ENSG00000124279	FASTKD3	Known mitochondrial	NA
D6RB25	ENSG00000039560	RAI14	Predicted mitochondrial	NA
D6RB26	ENSG00000114120	SLC25A36	Known mitochondrial	NA
D6RB81	ENSG00000242110	AMACR	Known mitochondrial	NA
D6RBE3	ENSG00000150756	FAM173B	Predicted mitochondrial	NA
D6RBJ0	ENSG00000151806	GUF1	Known mitochondrial	NA
D6RBN5	ENSG00000109180	OCIAD1	Known mitochondrial	NA
D6RBT3	ENSG00000145494	NDUFS6	Known mitochondrial	NA
D6RBV5	ENSG00000186687	LYRM7	Known mitochondrial	NA
D6RBW6	ENSG00000039560	RAI14	Predicted mitochondrial	NA
D6RBX6	ENSG00000143252	SDHC	Known mitochondrial	NA
D6RC47	ENSG00000169230	PRELID1	Known mitochondrial	NA
D6RC55	ENSG00000109180	OCIAD1	Known mitochondrial	NA
D6RC70	ENSG00000006282	SPATA20	Known mitochondrial	NA
D6RCB8	ENSG00000175309	PHYKPL	Known mitochondrial	NA
D6RCD7	ENSG00000113013	HSPA9	Known mitochondrial	NA
D6RCF4	ENSG00000145354	CISD2	Predicted mitochondrial	NA
D6RCF5	ENSG00000114120	SLC25A36	Known mitochondrial	NA
D6RCM2	ENSG00000163319	MRPS18C	Known mitochondrial	NA
D6RCP8	ENSG00000121897	LIAS	Known mitochondrial	NA
D6RD16	ENSG00000127022	CANX	Predicted mitochondrial	NA
D6RD77	ENSG00000145247	OCIAD2	Known mitochondrial	NA
D6RD89	ENSG00000175309	PHYKPL	Known mitochondrial	NA
D6RDF7	ENSG00000131844	MCCC2	Known mitochondrial	NA
D6RDH7	ENSG00000113013	HSPA9	Known mitochondrial	NA
D6RDI0	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RDI8	ENSG00000240303	ACAD11	Known mitochondrial	NA
D6RDK9	ENSG00000177646	ACAD9	Known mitochondrial	NA
D6RDL2	ENSG00000039560	RAI14	Predicted mitochondrial	NA
D6RDN5	ENSG00000172955	ADH6	Predicted mitochondrial	NA
D6RDU9	ENSG00000059691	GATB	Known mitochondrial	NA
D6RDV0	ENSG00000104723	TUSC3	Predicted mitochondrial	NA
D6RDV2	ENSG00000101019	UQCC1	Known mitochondrial	NA
D6RE11	ENSG00000108826	MRPL27	Known mitochondrial	NA
D6RE70	ENSG00000163319	MRPS18C	Known mitochondrial	NA
D6REA0	ENSG00000059691	GATB	Known mitochondrial	NA
D6REB7	ENSG00000073578	SDHA	Known mitochondrial	NA
D6REC8	ENSG00000163864	NMNAT3	Known mitochondrial	NA
D6REL2	ENSG00000039560	RAI14	Predicted mitochondrial	NA
D6REM1	ENSG00000113384	GOLPH3	Known mitochondrial	NA
D6REN8	ENSG00000117305	HMGCL	Known mitochondrial	NA
D6REP1	ENSG00000164258	NDUFS4	Known mitochondrial	NA
D6RER0	ENSG00000151726	ACSL1	Known mitochondrial	NA
D6RER6	ENSG00000080819	CPOX	Known mitochondrial	NA
D6REW1	ENSG00000169230	PRELID1	Known mitochondrial	NA
D6RF07	ENSG00000109180	OCIAD1	Known mitochondrial	NA
D6RF15	ENSG00000167107	ACSF2	Known mitochondrial	NA
D6RF23	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RF62	ENSG00000128050	PAICS	Known mitochondrial	NA
D6RFH4	ENSG00000103018	CYB5B	Known mitochondrial	NA
D6RFL2	ENSG00000232859	LYRM9	Predicted mitochondrial	NA
D6RFM5	ENSG00000073578	SDHA	Known mitochondrial	NA
D6RFW8	ENSG00000145832	SLC25A48	Known mitochondrial	NA
D6RFY5	ENSG00000102309	PIN4	Known mitochondrial	NA
D6RG07	ENSG00000151726	ACSL1	Known mitochondrial	NA
D6RG29	ENSG00000127022	CANX	Predicted mitochondrial	NA
D6RGF2	ENSG00000145439	CBR4	Known mitochondrial	NA
D6RGG7	ENSG00000151552	QDPR	Known mitochondrial	NA
D6RGG8	ENSG00000163864	NMNAT3	Known mitochondrial	NA
D6RGH7	ENSG00000163864	NMNAT3	Known mitochondrial	NA
D6RGI2	ENSG00000163071	SPATA18	Known mitochondrial	NA
D6RGI6	ENSG00000164284	GRPEL2	Known mitochondrial	NA
D6RGK6	ENSG00000177646	ACAD9	Known mitochondrial	NA
D6RGK8	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RGY4	ENSG00000059691	GATB	Known mitochondrial	NA
D6RHH4	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RHJ5	ENSG00000204628	RACK1	Predicted mitochondrial	NA
D6RHJ7	ENSG00000151552	QDPR	Known mitochondrial	NA
D6RI09	ENSG00000164258	NDUFS4	Known mitochondrial	NA
D6RIE0	ENSG00000150756	FAM173B	Predicted mitochondrial	NA
D6RIE3	ENSG00000112695	COX7A2	Known mitochondrial	NA
D6RIS5	ENSG00000151611	MMAA	Known mitochondrial	NA
D6RIU6	ENSG00000006282	SPATA20	Known mitochondrial	NA
D6RIV2	ENSG00000109180	OCIAD1	Known mitochondrial	NA
D6RIY7	ENSG00000104723	TUSC3	Predicted mitochondrial	NA
D6RIZ0	ENSG00000049883	PTCD2	Known mitochondrial	NA
D6RJA8	ENSG00000177646	ACAD9	Known mitochondrial	NA
D6RJC7	ENSG00000113048	MRPS27	Known mitochondrial	NA
D6RJF4	ENSG00000145439	CBR4	Known mitochondrial	NA
D6RJH8	ENSG00000049883	PTCD2	Known mitochondrial	NA
D6RJI0	ENSG00000174032	SLC25A30	Known mitochondrial	NA
E1CKY7	ENSG00000077157	PPP1R12B	Predicted mitochondrial	NA
E2QRB3	ENSG00000183010	PYCR1	Known mitochondrial	NA
E2QRG7	ENSG00000173085	COQ2	Known mitochondrial	NA
E5G745	ENSG00000135423	GLS2	Known mitochondrial	NA
E5KLJ5	ENSG00000198836	OPA1	Known mitochondrial	NA
E5KLJ6	ENSG00000198836	OPA1	Known mitochondrial	NA
E5KLJ9	ENSG00000198836	OPA1	Known mitochondrial	NA
E5KLK1	ENSG00000198836	OPA1	Known mitochondrial	NA
E5KP25	ENSG00000132781	MUTYH	Predicted mitochondrial	NA
E5RFD1	ENSG00000164830	OXR1	Known mitochondrial	NA
E5RFE9	ENSG00000104765	BNIP3L	Known mitochondrial	NA
E5RFF7	ENSG00000135297	MTO1	Known mitochondrial	NA
E5RFH3	ENSG00000147586	MRPS28	Known mitochondrial	NA
E5RFH7	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
E5RFH8	ENSG00000115944	COX7A2L	Known mitochondrial	NA
E5RFI2	ENSG00000172172	MRPL13	Known mitochondrial	NA
E5RFL1	ENSG00000078668	VDAC3	Known mitochondrial	NA
E5RFL3	ENSG00000164933	SLC25A32	Known mitochondrial	NA
E5RFN2	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
E5RFP6	ENSG00000078668	VDAC3	Known mitochondrial	NA
E5RFT6	ENSG00000120992	LYPLA1	Predicted mitochondrial	NA
E5RFT8	ENSG00000147586	MRPS28	Known mitochondrial	NA
E5RFZ4	ENSG00000147471	PLPBP	Known mitochondrial	NA
E5RFZ6	ENSG00000133943	C14orf159	Known mitochondrial	NA
E5RG01	ENSG00000147679	UTP23	Predicted mitochondrial	NA
E5RG38	ENSG00000083099	LYRM2	Known mitochondrial	NA
E5RG50	ENSG00000132837	DMGDH	Known mitochondrial	NA
E5RGD1	ENSG00000118492	ADGB	Predicted mitochondrial	NA
E5RGI2	ENSG00000104381	GDAP1	Known mitochondrial	NA
E5RGI4	ENSG00000132837	DMGDH	Known mitochondrial	NA
E5RGK5	ENSG00000164933	SLC25A32	Known mitochondrial	NA
E5RGN4	ENSG00000250479	CHCHD10	Known mitochondrial	NA
E5RGN8	ENSG00000133943	C14orf159	Known mitochondrial	NA
E5RGP4	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
E5RGP9	ENSG00000133943	C14orf159	Known mitochondrial	NA
E5RGR2	ENSG00000184428	TOP1MT	Known mitochondrial	NA
E5RGS6	ENSG00000104325	DECR1	Known mitochondrial	NA
E5RGT9	ENSG00000164933	SLC25A32	Known mitochondrial	NA
E5RH03	ENSG00000250479	CHCHD10	Known mitochondrial	NA
E5RH13	ENSG00000147679	UTP23	Predicted mitochondrial	NA
E5RH21	ENSG00000155189	AGPAT5	Known mitochondrial	NA
E5RH51	ENSG00000163866	SMIM12	Predicted mitochondrial	NA
E5RH53	ENSG00000176623	RMDN1	Known mitochondrial	NA
E5RH77	ENSG00000164587	RPS14	Predicted mitochondrial	NA
E5RH91	ENSG00000250317	SMIM20	Predicted mitochondrial	NA
E5RHE1	ENSG00000078668	VDAC3	Known mitochondrial	NA
E5RHG9	ENSG00000156467	UQCRB	Known mitochondrial	NA
E5RHK0	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
E5RHK8	ENSG00000197959	DNM3	Predicted mitochondrial	NA
E5RHM5	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
E5RHP0	ENSG00000239672	NME1	Predicted mitochondrial	NA
E5RHR1	ENSG00000104325	DECR1	Known mitochondrial	NA
