"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"Disease"	"pLI"
"31"	"ENSG00000011052"	"NME2"	"ENSG00000011052 ENSMUSG00000020857 ENSRNOG00000002671 "	"NME/NM23 nucleoside diphosphate kinase 2"	"Predicted mitochondrial"	0.973678474	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.05164375 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 0.27 | "	""	NA	NA	NA	NA	0	0.010430774313355
"32"	"ENSG00000011295"	"TTC19"	"ENSG00000011295 ENSDARG00000074435 ENSMUSG00000042298 ENSRNOG00000002977 "	"tetratricopeptide repeat domain 19"	"Known mitochondrial"	0.999999998	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 7 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.968225 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.8 | "	"Characterised; Metabolic model; "	"615157"	"Mitochondrial complex III deficiency, nuclear type 2"	"R"	"MitoDis"	1	1.05029523664488e-10
"33"	"ENSG00000011376"	"LARS2"	"ENSG00000011376 ENSDARG00000075337 ENSMUSG00000035202 ENSRNOG00000004760 SPAC4G8.09 YLR382C "	"leucyl-tRNA synthetase 2, mitochondrial"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.62589375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.439 | "	"Characterised"	"615300"	"Perrault syndrome 4"	"R"	"MitoDis"	1	2.60643828587561e-07
"34"	"ENSG00000013306"	"SLC25A39"	"ENSG00000013306 ENSDARG00000007449 ENSMUSG00000018677 ENSRNOG00000020994 SPBP23A10.06 YGR257C "	"solute carrier family 25, member 39"	"Known mitochondrial"	0.982135463	"PMID24708184_Sum: 1 | MTS_Mean: 0.03705625 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.2 | "	"Characterised"	NA	NA	NA	NA	0	0.000102385453221932
"35"	"ENSG00000013583"	"HEBP1"	"ENSG00000013583 ENSDARG00000101008 ENSMUSG00000042770 ENSRNOG00000000024 "	"heme binding protein 1"	"Known mitochondrial"	0.827535042	"PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 5 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.051675 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.097 | "	"APEX; PMID:25002142"	NA	NA	NA	NA	0	8.07251624878692e-05
"36"	"ENSG00000014824"	"SLC30A9"	"ENSG00000014824 ENSDARG00000057272 ENSMUSG00000029221 ENSRNOG00000002246 "	"solute carrier family 30 (zinc transporter), member 9"	"Known mitochondrial"	0.980970733	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MTS_Mean: 0.71866875 | compartments_knowledge_difference: -1.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.25 | "	"APEX; PMID:23371551"	""	"Cerebro-renal syndrome"	"R"	NA	1	0.00142348509355749
"37"	"ENSG00000014919"	"COX15"	"ENSG00000014919 ENSDARG00000075933 ENSMUSG00000040018 ENSRNOG00000017230 SPAC22E12.10c YER141W "	"cytochrome c oxidase assembly homolog 15 (yeast)"	"Known mitochondrial"	1	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.91709375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"OMIM:603646"	"615119,256000"	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2; Leigh syndrome"	"R"	"MitoDis"	1	2.16295028243055e-09
"38"	"ENSG00000016391"	"CHDH"	"ENSG00000016391 ENSDARG00000100304 ENSMUSG00000015970 ENSRNOG00000015859 "	"choline dehydrogenase"	"Known mitochondrial"	0.999999699	"PMID16415296_unknown_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 9 | PMID12865426_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 2 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 9 | MS_Kidney_Sum: 3 | MTS_Mean: 0.5637125 | compartments_knowledge_difference: 2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.6 | "	"Characterised"	NA	NA	NA	NA	0	0.00530866013391797
"39"	"ENSG00000019186"	"CYP24A1"	"ENSG00000019186 ENSDARG00000103277 ENSMUSG00000038567 ENSRNOG00000013062 "	"cytochrome P450, family 24, subfamily A, polypeptide 1"	"Known mitochondrial"	0.999998081	"MTS_Mean: 0.7052125 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.25 | "	"Characterised"	"143880"	"Hypercalcemia, infantile"	"R"	"MitoDis"	1	3.24300393313511e-10
"40"	"ENSG00000021826"	"CPS1"	"ENSG00000021826 ENSDARG00000020028 ENSMUSG00000025991 ENSRNOG00000013704 "	"carbamoyl-phosphate synthase 1, mitochondrial"	"Known mitochondrial"	0.99999915	"PMID14651853_Sum: 3 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 11 | PMID11840540_liver_0: 1 | PMID12865426_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 3 | PMID18232058_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 13 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.914925 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.55 | "	"Characterised; Metabolic model; "	"237300"	"Carbamoyl phosphate synthetase I deficiency"	"R"	"MitoDis"	1	0.0833573677195577
"41"	"ENSG00000022267"	"FHL1"	"ENSG00000022267 ENSDARG00000071498 ENSMUSG00000023092 ENSRNOG00000000875 "	"four and a half LIM domains 1"	"Known mitochondrial"	0.035073995	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 1 | PMID16615898_Sum: 2 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.06361875 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -2 | Comm_Mito_Ratio: 0.1 | "	"Literature; PMID:23975679"	"300696,300717,300718,300695"	"Emery-Dreifuss muscular dystrophy 6, X-linked; Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset; Reducing body myopathy, X-linked 1b, with late childhood or adult onset; Scapuloperoneal myopathy, X-linked dominant"	"XB"	NA	1	0.918480756354643
"42"	"ENSG00000023228"	"NDUFS1"	"ENSG00000023228 ENSDARG00000028546 ENSMUSG00000025968 ENSRNOG00000011849 "	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"	"Known mitochondrial"	0.999994876	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 2 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 5 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 9 | MS_Skeletal_Muscle_Sum: 4 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 10 | MTS_Mean: 0.86719375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	"252010"	"Mitochondrial complex I deficiency"	"R"	"MitoDis"	1	3.9665516500916e-09
"43"	"ENSG00000023330"	"ALAS1"	"ENSG00000023330 ENSDARG00000021059 ENSMUSG00000032786 ENSRNOG00000056596 "	"5-aminolevulinate synthase 1"	"Known mitochondrial"	1	"PMID18348319_heart_0: 1 | PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.7514875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.727 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.907956554078195
"44"	"ENSG00000023572"	"GLRX2"	"ENSG00000023572 ENSDARG00000100944 ENSMUSG00000018196 ENSRNOG00000003385 "	"glutaredoxin 2"	"Known mitochondrial"	0.999999996	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 8 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.72679375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.5 | "	"Characterised"	NA	NA	NA	NA	0	6.50645483475157e-05
"45"	"ENSG00000025708"	"TYMP"	"ENSG00000025708 ENSDARG00000099821 ENSMUSG00000022615 ENSRNOG00000032394 "	"thymidine phosphorylase"	"Predicted mitochondrial"	0.860595953	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID16520066_articular_chondrocytes_0: 1 | MTS_Mean: 0.0380125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.238 | "	""	"603041"	"Mitochondrial DNA depletion syndrome 1 (MNGIE type)"	"R"	NA	1	0.000465858647806756
"46"	"ENSG00000025772"	"TOMM34"	"ENSG00000025772 ENSDARG00000001557 ENSMUSG00000018322 ENSRNOG00000029799 "	"translocase of outer mitochondrial membrane 34"	"Known mitochondrial"	0.570416112	"PMID24708184_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.0738875 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.306 | "	"Characterised"	NA	NA	NA	NA	0	0.721089132713427
"47"	"ENSG00000026025"	"VIM"	"ENSG00000026025 ENSDARG00000010008 ENSMUSG00000026728 ENSRNOG00000018087 "	"vimentin"	"Predicted mitochondrial"	0.987020178	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.85405625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -3 | Comm_Mito_Ratio: 0.2 | "	""	"116300"	"Cataract 30, pulverulent"	"D"	NA	1	0.959386089206453
"48"	"ENSG00000026652"	"AGPAT4"	"ENSG00000026652 ENSDARG00000069044 ENSMUSG00000023827 ENSRNOG00000017731 "	"1-acylglycerol-3-phosphate O-acyltransferase 4"	"Predicted mitochondrial"	0.940056927	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MTS_Mean: 0.2002875 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.217 | "	""	NA	NA	NA	NA	0	0.674499951839515
"49"	"ENSG00000027001"	"MIPEP"	"ENSG00000027001 ENSDARG00000055344 ENSMUSG00000021993 ENSRNOG00000013876 SPAC1F3.10c YKL134C "	"mitochondrial intermediate peptidase"	"Known mitochondrial"	1	"PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.97255 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised"	"617228"	"Combined oxidative phosphorylation deficiency 31"	"R"	NA	1	8.49063579888535e-07
"50"	"ENSG00000028116"	"VRK2"	"ENSG00000028116 ENSDARG00000021547 ENSMUSG00000064090 ENSRNOG00000007864 "	"vaccinia related kinase 2"	"Known mitochondrial"	0.23477185	"MTS_Mean: 0.1012625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.024 | "	"Literature; PMID: 18286207 & PMID: 16704422"	NA	NA	NA	NA	0	1.21621414925507e-08
"51"	"ENSG00000029639"	"TFB1M"	"ENSG00000029639 ENSDARG00000040727 ENSMUSG00000036983 ENSRNOG00000056223 "	"transcription factor B1, mitochondrial"	"Known mitochondrial"	0.999999431	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.49478125 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.889 | "	"Characterised"	NA	NA	NA	NA	0	1.15656604217462e-05
"52"	"ENSG00000030110"	"BAK1"	"ENSG00000030110 ENSMUSG00000057789 ENSRNOG00000000485 "	"BCL2-antagonist/killer 1"	"Known mitochondrial"	0.991359749	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.0176875 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 1 | "	"OMIM:600516"	NA	NA	NA	NA	0	0.00348654810029572
"53"	"ENSG00000033050"	"ABCF2"	"ENSG00000033050 ENSDARG00000052331 ENSMUSG00000028953 ENSRNOG00000010609 SPBC16H5.08c YER036C "	"ATP-binding cassette, sub-family F (GCN20), member 2"	"Predicted mitochondrial"	0.946801331	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.056775 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.121 | "	""	NA	NA	NA	NA	0	0.995417497143895
"54"	"ENSG00000035141"	"FAM136A"	"ENSG00000035141 ENSDARG00000098401 ENSMUSG00000057497 ENSRNOG00000016273 "	"family with sequence similarity 136, member A"	"Known mitochondrial"	0.999999998	"PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.04040625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | "	"APEX; PMID:25002142"	NA	NA	NA	NA	0	0.00147861672914258
"55"	"ENSG00000036448"	"MYOM2"	"ENSG00000036448 ENSDARG00000075433 ENSMUSG00000031461 ENSRNOG00000011754 "	"myomesin 2"	"Predicted mitochondrial"	0.934491785	"PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID16615898_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.3915 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.091 | "	""	NA	NA	NA	NA	0	1.48718449693549e-55
"56"	"ENSG00000036473"	"OTC"	"ENSG00000036473 ENSDARG00000062147 ENSMUSG00000031173 ENSRNOG00000003370 SPAC4G9.10 YJL088W "	"ornithine carbamoyltransferase"	"Known mitochondrial"	0.999999352	"PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 10 | PMID11840540_liver_0: 1 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 3 | PMID18232058_liver_0: 1 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 13 | MS_Kidney_Sum: 1 | MTS_Mean: 0.88834375 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.5 | "	"Characterised; Metabolic model; "	"311250"	"Ornithine transcarbamylase deficiency"	"XR"	"MitoDis"	1	0.981017899946665
"57"	"ENSG00000039560"	"RAI14"	"ENSG00000039560 ENSDARG00000039974 ENSMUSG00000022246 ENSRNOG00000028872 "	"retinoic acid induced 14"	"Predicted mitochondrial"	0.862014394	"PMID14651853_Sum: 2 | PMID24708184_Sum: 1 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Heart_Sum: 1 | MTS_Mean: 0.0817375 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.6 | "	""	NA	NA	NA	NA	0	0.487656416164767
"58"	"ENSG00000039650"	"PNKP"	"ENSG00000039650 ENSDARG00000100455 ENSMUSG00000002963 ENSRNOG00000020318 SPCC18.09c YOR258W "	"polynucleotide kinase 3-phosphatase"	"Known mitochondrial"	0.055657121	"MTS_Mean: 0.0964125 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1.8 | Comm_Mito_Ratio: 0.375 | "	"Literature; PMID:22130663; PMID:22210862"	"616267,613402"	"Ataxia-oculomotor apraxia 4; Microcephaly, seizures and developmental delay"	"R"	NA	1	2.8844490761323e-07
"59"	"ENSG00000041988"	"THAP3"	"ENSG00000041988 ENSDARG00000041080 ENSMUSG00000039759 ENSRNOG00000026840 "	"THAP domain containing, apoptosis associated protein 3"	"Predicted mitochondrial"	0.973189925	"MTS_Mean: 0.720525 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.167 | "	""	NA	NA	NA	NA	0	0.00148422474585026
"60"	"ENSG00000043514"	"TRIT1"	"ENSG00000043514 ENSDARG00000032876 ENSMUSG00000028653 ENSRNOG00000014274 SPAC343.15 YOR274W "	"tRNA isopentenyltransferase 1"	"Known mitochondrial"	0.993756248	"PMID24708184_Sum: 1 | PMID26450961_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.64039375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.333 | "	"APEX; PMID:23371551"	""	"Microcephaly, developmental delay and epilepsy"	"R"	NA	1	9.42968680674274e-10
"61"	"ENSG00000044574"	"HSPA5"	"ENSG00000044574 ENSDARG00000103846 ENSMUSG00000026864 ENSRNOG00000018294 "	"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)"	"Predicted mitochondrial"	0.996415615	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16674101_Sum: 1 | PMID18232058_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 4 | MTS_Mean: 0.01139375 | hela_subcell_location_NotMitochondrion: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -1.2 | Comm_Mito_Ratio: 0.333 | "	""	NA	NA	NA	NA	0	0.885688897994033
"62"	"ENSG00000047230"	"CTPS2"	"ENSG00000047230 ENSMUSG00000031360 ENSRNOG00000004257 "	"CTP synthase 2"	"Predicted mitochondrial"	0.985678459	"PMID26450961_Sum: 5 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 1 | MTS_Mean: 0.16810625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.636 | "	""	NA	NA	NA	NA	0	0.433684610695428
